v,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,max_position_x,max_position_y,classification,in_gap_window,bulk_gap_used,window_status
0.3,10,10,382,-0.12517450990616247,0.12517450990616247,0.1854717940524866,0.811908719357652,0.0026194865898616438,2,0,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,383,-0.12517450990616236,0.12517450990616236,0.1854717940524877,0.8119087193576513,0.002619486589861571,2,9,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,384,-0.106805980753813,0.106805980753813,0.44288405162874117,0.5543467698925642,0.0027691784786949354,1,0,bulk_or_mixed_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,385,-0.10680598075381283,0.10680598075381283,0.4428840516287376,0.5543467698925678,0.0027691784786949575,9,8,bulk_or_mixed_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,386,-0.10242224554795017,0.10242224554795017,0.37773544201700926,0.6206891771162624,0.0015753808667288295,1,9,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,387,-0.10242224554794871,0.10242224554794871,0.37773544201701015,0.6206891771162619,0.001575380866728804,9,8,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,388,-0.1014929658535476,0.1014929658535476,0.3729774164631813,0.6224179362177221,0.004604647319097145,8,0,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,389,-0.10149296585354692,0.10149296585354692,0.3729774164631805,0.6224179362177227,0.004604647319097111,9,8,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,390,-0.09669619119171667,0.09669619119171667,0.3143108451090535,0.6831922474689287,0.0024969074220178916,0,2,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,391,-0.09669619119171632,0.09669619119171632,0.3143108451090544,0.6831922474689285,0.0024969074220178686,0,2,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,392,-0.07239525024639001,0.07239525024639001,0.43186237656789794,0.5656253785775065,0.0025122448545954338,8,0,bulk_or_mixed_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,393,-0.07239525024638986,0.07239525024638986,0.4318623765678963,0.5656253785775078,0.0025122448545954234,9,8,bulk_or_mixed_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,394,-0.07145498024990331,0.07145498024990331,0.4457697756417731,0.5474456274223668,0.006784596935859144,1,9,bulk_or_mixed_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,395,-0.07145498024990315,0.07145498024990315,0.4457697756417708,0.5474456274223678,0.006784596935859176,0,1,bulk_or_mixed_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,396,-0.06273170842750818,0.06273170842750818,0.3951810046985008,0.6027256829346138,0.002093312366885274,1,0,edge_state,0.23999999999999996,0.5999999999999999,ok
0.3,10,10,397,-0.06273170842750811,0.06273170842750811,0.39518100469850104,0.6027256829346144,0.0020933123668852908,0,8,edge_state,0.23999999999999996,0.5999999999999999,ok
