v,direction,scan_param,center_index,wannier_center
0.1,x,2.7537417087021643,1,0.33532735445442186
0.1,x,2.7537417087021643,2,0.641117733426779
0.1,x,2.7537417087021643,3,0.8541804942496428
0.1,x,2.83131189767969,0,0.16505019290336095
0.1,x,2.83131189767969,1,0.34611032182199236
0.1,x,2.83131189767969,2,0.6404217156498586
0.1,x,2.83131189767969,3,0.8484177696247881
0.1,x,2.908882086657216,0,0.23588462754282127
0.1,x,2.908882086657216,1,0.3221250569933618
0.1,x,2.908882086657216,2,0.6539205773530454
0.1,x,2.908882086657216,3,0.7880697381107713
0.1,x,2.9864522756347416,0,0.2434398210996051
0.1,x,2.9864522756347416,1,0.38598536081183404
0.1,x,2.9864522756347416,2,0.6349000717052169
0.1,x,2.9864522756347416,3,0.7356747463833446
0.1,x,3.0640224646122673,0,0.3548028758247004
0.1,x,3.0640224646122673,1,0.42075677674768114
0.1,x,3.0640224646122673,2,0.5309944247604279
0.1,x,3.0640224646122673,3,0.6934459226671899
0.1,y,-3.141592653589793,0,0.3116500629319925
0.1,y,-3.141592653589793,1,0.41553844395945716
0.1,y,-3.141592653589793,2,0.5977154975913016
0.1,y,-3.141592653589793,3,0.6750959955172489
0.1,y,-3.0640224646122673,0,0.15960330569662098
0.1,y,-3.0640224646122673,1,0.28419320886786537
0.1,y,-3.0640224646122673,2,0.7484641508294025
0.1,y,-3.0640224646122673,3,0.8077393346061107
0.1,y,-2.9864522756347416,0,0.1668847689391065
0.1,y,-2.9864522756347416,1,0.31356492948265147
0.1,y,-2.9864522756347416,2,0.693287997234433
0.1,y,-2.9864522756347416,3,0.826262304343809
0.1,y,-2.908882086657216,0,0.14396254448190227
0.1,y,-2.908882086657216,1,0.26812706461336827
0.1,y,-2.908882086657216,2,0.7253307366867756
0.1,y,-2.908882086657216,3,0.8625796542179537
0.1,y,-2.83131189767969,0,0.15637820629002733
0.1,y,-2.83131189767969,1,0.30596306207884594
0.1,y,-2.83131189767969,2,0.6755225688145527
0.1,y,-2.83131189767969,3,0.8621361628165749
0.1,y,-2.7537417087021643,0,0.14318021835431669
0.1,y,-2.7537417087021643,1,0.27353829084624093
0.1,y,-2.7537417087021643,2,0.7184213405469226
0.1,y,-2.7537417087021643,3,0.8648601502525199
0.1,y,-2.6761715197246385,0,0.33078384102851544
0.1,y,-2.6761715197246385,1,0.37975228691223467
0.1,y,-2.6761715197246385,2,0.6242473310291183
0.1,y,-2.6761715197246385,3,0.6652165410301318
0.1,y,-2.5986013307471127,0,0.269049627672223
0.1,y,-2.5986013307471127,1,0.4631005327398689
0.1,y,-2.5986013307471127,2,0.5484958434407526
0.1,y,-2.5986013307471127,3,0.7193539961471549
0.1,y,-2.521031141769587,0,0.20242348953655376
0.1,y,-2.521031141769587,1,0.37738823133090077
0.1,y,-2.521031141769587,2,0.6086075111307084
0.1,y,-2.521031141769587,3,0.8115807680018364
0.1,y,-2.443460952792061,0,0.2875911376735081
0.1,y,-2.443460952792061,1,0.4114536100277782
0.1,y,-2.443460952792061,2,0.6055058710522023
0.1,y,-2.443460952792061,3,0.6954493812465117
0.1,y,-2.3658907638145354,0,0.2914428382437083
0.1,y,-2.3658907638145354,1,0.35929671320573686
0.1,y,-2.3658907638145354,2,0.6385967683870839
0.1,y,-2.3658907638145354,3,0.7106636801634714
0.1,y,-2.2883205748370097,0,0.19712989706302234
0.1,y,-2.2883205748370097,1,0.2817960325193531
0.1,y,-2.2883205748370097,2,0.7358868327001893
0.1,y,-2.2883205748370097,3,0.7851872377174347
0.1,y,-2.210750385859484,0,0.09168430571209137
0.1,y,-2.210750385859484,1,0.21847820163648216
0.1,y,-2.210750385859484,2,0.7679840726718973
0.1,y,-2.210750385859484,3,0.9218534199795296
0.1,y,-2.133180196881958,0,0.27833897940583296
0.1,y,-2.133180196881958,1,0.3523150064103261
0.1,y,-2.133180196881958,2,0.6503074052618582
0.1,y,-2.133180196881958,3,0.7190386089219826
0.1,y,-2.0556100079044324,0,0.23804804088221998
0.1,y,-2.0556100079044324,1,0.31661048786618134
0.1,y,-2.0556100079044324,2,0.6788214959010584
0.1,y,-2.0556100079044324,3,0.7665199753505405
0.1,y,-1.9780398189269068,0,0.28012208788352866
0.1,y,-1.9780398189269068,1,0.33641395810711416
0.1,y,-1.9780398189269068,2,0.6587657531251829
0.1,y,-1.9780398189269068,3,0.7246982008841742
0.1,y,-1.900469629949381,0,0.285786339472594
0.1,y,-1.900469629949381,1,0.33707313858265453
0.1,y,-1.900469629949381,2,0.6541475089747308
0.1,y,-1.900469629949381,3,0.722993012970021
0.1,y,-1.8228994409718553,0,0.2457384187471863
0.1,y,-1.8228994409718553,1,0.3787501168155957
0.1,y,-1.8228994409718553,2,0.6444646625936268
0.1,y,-1.8228994409718553,3,0.7310468018435905
0.1,y,-1.7453292519943295,0,0.1087105563631615
0.1,y,-1.7453292519943295,1,0.24918363758456347
0.1,y,-1.7453292519943295,2,0.7579448823257906
0.1,y,-1.7453292519943295,3,0.884160923726484
0.1,y,-1.6677590630168038,0,0.17968253390139294
0.1,y,-1.6677590630168038,1,0.2835026602357124
0.1,y,-1.6677590630168038,2,0.7211917725624886
0.1,y,-1.6677590630168038,3,0.8156230333004066
0.1,y,-1.590188874039278,0,0.20149581213945075
0.1,y,-1.590188874039278,1,0.2602127069115388
0.1,y,-1.590188874039278,2,0.7545775941230995
0.1,y,-1.590188874039278,3,0.7837138868259106
0.1,y,-1.5126186850617522,0,0.3577559356673008
0.1,y,-1.5126186850617522,1,0.3671184966225437
0.1,y,-1.5126186850617522,2,0.5912607353261004
0.1,y,-1.5126186850617522,3,0.6838648323840559
0.1,y,-1.4350484960842265,0,0.15137854870867706
0.1,y,-1.4350484960842265,1,0.2464304571326276
0.1,y,-1.4350484960842265,2,0.752417143416578
0.1,y,-1.4350484960842265,3,0.8497738507421175
0.1,y,-1.3574783071067007,0,0.2515931749807913
0.1,y,-1.3574783071067007,1,0.36052920628595403
0.1,y,-1.3574783071067007,2,0.642579039186497
0.1,y,-1.3574783071067007,3,0.7452985795467575
0.1,y,-1.2799081181291752,0,0.27995239589575216
0.1,y,-1.2799081181291752,1,0.3379346067211842
0.1,y,-1.2799081181291752,2,0.6645285207623407
0.1,y,-1.2799081181291752,3,0.7175844766207231
0.1,y,-1.2023379291516494,0,0.15161197695629625
0.1,y,-1.2023379291516494,1,0.24854152616077843
0.1,y,-1.2023379291516494,2,0.7350312520764499
0.1,y,-1.2023379291516494,3,0.8648152448064752
0.1,y,-1.1247677401741236,0,0.16908648753921304
0.1,y,-1.1247677401741236,1,0.21702398360151087
0.1,y,-1.1247677401741236,2,0.7874989505555022
0.1,y,-1.1247677401741236,3,0.8263905783037732
0.1,y,-1.0471975511965979,0,0.3035226672402608
0.1,y,-1.0471975511965979,1,0.3379729124723991
0.1,y,-1.0471975511965979,2,0.6690342009643278
0.1,y,-1.0471975511965979,3,0.6894702193230129
0.1,y,-0.9696273622190721,0,0.07594449526167711
0.1,y,-0.9696273622190721,1,0.2530747073964492
0.1,y,-0.9696273622190721,2,0.7397317120487032
0.1,y,-0.9696273622190721,3,0.93124908529317
0.1,y,-0.8920571732415463,0,0.11343392762500668
0.1,y,-0.8920571732415463,1,0.37165164528289285
0.1,y,-0.8920571732415463,2,0.631857509297318
0.1,y,-0.8920571732415463,3,0.883056917794782
0.1,y,-0.8144869842640206,0,0.19247370105036896
0.1,y,-0.8144869842640206,1,0.26792942979330053
0.1,y,-0.8144869842640206,2,0.7262130471914516
0.1,y,-0.8144869842640206,3,0.8133838219648791
0.1,y,-0.7369167952864948,0,0.1868342730967807
0.1,y,-0.7369167952864948,1,0.30039496145253264
0.1,y,-0.7369167952864948,2,0.7055261350143545
0.1,y,-0.7369167952864948,3,0.8072446304363323
0.1,y,-0.659346606308969,0,0.38117377373173994
0.1,y,-0.659346606308969,1,0.45357268593846434
0.1,y,-0.659346606308969,2,0.5437101355885787
0.1,y,-0.659346606308969,3,0.6215434047412169
0.1,y,-0.5817764173314433,0,0.18099494809252764
0.1,y,-0.5817764173314433,1,0.36588328065671516
0.1,y,-0.5817764173314433,2,0.6331749207321595
0.1,y,-0.5817764173314433,3,0.819946850518597
0.1,y,-0.5042062283539175,0,0.24215855844948017
0.1,y,-0.5042062283539175,1,0.40321164992969594
0.1,y,-0.5042062283539175,2,0.5980455995302835
0.1,y,-0.5042062283539175,3,0.756584192090541
0.1,y,-0.4266360393763917,0,0.1157505537793967
0.1,y,-0.4266360393763917,1,0.11895607368491974
0.1,y,-0.4266360393763917,2,0.8685625231274101
0.1,y,-0.4266360393763917,3,0.8967308494082731
0.1,y,-0.34906585039886595,0,0.24797859963452498
0.1,y,-0.34906585039886595,1,0.34744327496356087
0.1,y,-0.34906585039886595,2,0.6544209342374656
0.1,y,-0.34906585039886595,3,0.750157191164448
0.1,y,-0.2714956614213402,0,0.12034787344561051
0.1,y,-0.2714956614213402,1,0.20288204782326089
0.1,y,-0.2714956614213402,2,0.7862959794542311
0.1,y,-0.2714956614213402,3,0.890474099276897
0.1,y,-0.19392547244381442,0,0.16181434168671494
0.1,y,-0.19392547244381442,1,0.26555690216810246
0.1,y,-0.19392547244381442,2,0.7198452475464373
0.1,y,-0.19392547244381442,3,0.8527835085987456
0.1,y,-0.11635528346628865,0,0.21649569116426692
0.1,y,-0.11635528346628865,1,0.2774455881156976
0.1,y,-0.11635528346628865,2,0.7232931337015687
0.1,y,-0.11635528346628865,3,0.7827655870184669
0.1,y,-0.03878509448876288,0,0.14376298653542038
0.1,y,-0.03878509448876288,1,0.1880118046768734
0.1,y,-0.03878509448876288,2,0.8093385999661382
0.1,y,-0.03878509448876288,3,0.8588866088215685
0.1,y,0.03878509448876288,0,0.15091589734090527
0.1,y,0.03878509448876288,1,0.32177411018989127
0.1,y,0.03878509448876288,2,0.6591538031658022
0.1,y,0.03878509448876288,3,0.8681561893034017
0.1,y,0.11635528346628865,0,0.272166816871377
0.1,y,0.11635528346628865,1,0.34583176943003296
0.1,y,0.11635528346628865,2,0.6453312408586005
0.1,y,0.11635528346628865,3,0.7366701728399903
0.1,y,0.19392547244381442,0,0.15704878862338573
0.1,y,0.19392547244381442,1,0.24017880202399036
0.1,y,0.19392547244381442,2,0.7675202435433905
0.1,y,0.19392547244381442,3,0.8352521658092336
0.1,y,0.2714956614213402,0,0.2465198733834262
0.1,y,0.2714956614213402,1,0.3582190702948631
0.1,y,0.2714956614213402,2,0.655464138947909
0.1,y,0.2714956614213402,3,0.7397969173738017
0.1,y,0.34906585039886595,0,0.11440580276006417
0.1,y,0.34906585039886595,1,0.20136537301138033
0.1,y,0.34906585039886595,2,0.8082647575475398
0.1,y,0.34906585039886595,3,0.8759640666810153
0.1,y,0.4266360393763917,0,0.2695637191467294
0.1,y,0.4266360393763917,1,0.2888567698912353
0.1,y,0.4266360393763917,2,0.7117531266336896
0.1,y,0.4266360393763917,3,0.7298263843283457
0.1,y,0.5042062283539175,0,0.34339289875866896
0.1,y,0.5042062283539175,1,0.43466548456452847
0.1,y,0.5042062283539175,2,0.559296792446233
0.1,y,0.5042062283539175,3,0.6626448242305691
0.1,y,0.5817764173314428,0,0.18228744157804327
0.1,y,0.5817764173314428,1,0.28157109415292275
0.1,y,0.5817764173314428,2,0.7199273626439624
0.1,y,0.5817764173314428,3,0.8162141016250708
0.1,y,0.6593466063089686,0,0.3857755888608022
0.1,y,0.6593466063089686,1,0.39077913450873136
0.1,y,0.6593466063089686,2,0.5968842108092641
0.1,y,0.6593466063089686,3,0.6265610658212015
0.1,y,0.7369167952864943,0,0.19965304152536792
0.1,y,0.7369167952864943,1,0.3460982890927013
0.1,y,0.7369167952864943,2,0.660034224806324
