center_rank,center_point_id,v,t,lm,w,gap,chern,obc_min_abs_energy,obc_count_absE_le_0p02
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.12,1.22,0.26338248338956316,1.1344380982595446e-16,0.005674112447380932,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.16,1.22,0.3612692020342049,2.580777576638066e-16,0.0052074604596709945,8.0
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.2,1.22,0.46390030765632156,-2.5453739691100957e-17,0.0020870333018830527,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.24,1.22,0.5710301293257897,1.1121539780474868e-16,0.008377677070042732,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.28,1.22,0.6799999999999996,-9.859090504004675e-17,0.00904769853093991,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.32,1.22,0.7599999999999996,-1.0066277277287564e-16,0.007907872695278269,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.36,1.22,0.8400000000000001,-2.7608455077039137e-17,0.003683326945592046,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.78,0.5,0.4,1.22,0.919999999999999,4.0218403190471315e-17,0.0032198243976011257,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.0,1.1800000000000002,-8.881784197001252e-16,1.8539963507788587e-16,0.017738065360602,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.04,1.1800000000000002,0.08270875535780037,-3.3912857459163943e-18,0.018521043652445446,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.08,1.1800000000000002,0.17079805172833465,3.44468860239642e-17,0.0038990573609624774,2.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.12,1.1800000000000002,0.26415945787922895,-1.6544887564880973e-16,0.00544285191932856,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.16,1.1800000000000002,0.3626201372462333,-1.606562382084817e-16,0.0023819526560500707,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.2,1.1800000000000002,0.4659534501738007,-1.4179710820426247e-17,0.0003485885616342892,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.24,1.1800000000000002,0.5738916751435332,-1.0077135773575375e-17,0.0017506732566844694,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.28,1.1800000000000002,0.6861393493804553,-2.2986924868682355e-16,0.002767537385585727,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.32,1.1800000000000002,0.8023859355639865,-3.3784411569477085e-17,0.0021317474297820396,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.36,1.1800000000000002,0.9223168956501977,-1.1073679073676967e-16,0.0006482449532609742,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.82,0.5,0.4,1.1800000000000002,1.0456226709757388,1.2679707438264117e-16,0.006086771932818398,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.0,1.1400000000000001,-7.771561172376096e-16,1.38496526355258e-17,0.006234275800815134,8.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.04,1.1400000000000001,0.08280357017293086,4.5002769081541936e-17,0.00047028811921202276,8.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.08,1.1400000000000001,0.17117331449265227,-5.130113123385492e-17,0.00044242335851433796,8.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.12,1.1400000000000001,0.26498927033685377,-8.765776346974553e-17,0.0007980976336935811,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.16,1.1400000000000001,0.3640608092492537,2.9487901813678774e-17,0.002489454866695385,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.2,1.1400000000000001,0.46813906484311574,-4.2931757437255895e-17,0.006799794232337877,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.24,1.1400000000000001,0.5769316876852976,1.523451888222662e-16,0.007258988432188482,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.28,1.1400000000000001,0.6901181047445927,-6.564795624565515e-17,0.004536535689606785,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.32,1.1400000000000001,0.8073637596323366,1.8310715734105224e-16,0.0036471771525847262,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.36,1.1400000000000001,0.9283323032546533,3.75385657683659e-17,0.004975574627778813,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.86,0.5,0.4,1.1400000000000001,1.0526952286842934,-1.5706363894130658e-16,0.008946919028579147,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.0,1.1,-3.608224830031759e-16,-5.363453357158059e-17,0.0002391616604892187,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.04,1.1,0.08290525431697793,1.855743616263725e-17,0.0049764741493434055,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.08,1.1,0.17157545852721912,2.636784071481975e-16,0.0024693363547466235,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.12,1.1,0.26587743560300475,2.5226046735065674e-16,0.0007205635881443931,2.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.16,1.1,0.3656002793295742,-6.469342948315194e-17,0.005605220804396353,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.2,1.1,0.47046999107196186,-1.3580509979176279e-17,0.00563510993610491,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.24,1.1,0.5801666550941995,-8.556226669873828e-17,0.0004995285189957422,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.28,1.1,0.6943419299367567,-1.29186054989401e-16,0.005117921515553558,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.32,1.1,0.8126350615946409,2.1065437364951382e-16,0.007923420794187874,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.36,1.1,0.9346862743635832,3.280163650792219e-17,0.008641441401314669,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.4,1.1,1.046753925605393,8.586591063202152e-17,0.0069367996325279705,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.0,1.06,-6.522560269672795e-16,1.568155483191535e-16,0.016809652069974795,8.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.04,1.06,0.08301458127346373,1.5441352187363834e-16,0.012487347524839494,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.08,1.06,0.172007462660591,-1.0188494413674852e-17,0.009280916024232446,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.12,1.06,0.2668302535354809,6.38350945033019e-18,0.00408685916183355,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.16,1.06,0.3672488428533117,4.192287496085037e-17,0.00612880452119208,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.2,1.06,0.4729607230614828,-4.009489367237669e-17,0.001757877386984558,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.24,1.06,0.5836150566231071,-7.623493730967255e-17,0.006638021663077647,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.28,1.06,0.6988327656516558,1.377981327557677e-16,0.0032368097626112383,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.32,1.06,0.815482233928877,-1.0115012841145125e-16,0.0012002642810157215,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.36,1.06,0.858663176927055,5.592134997685964e-17,0.00344727797599314,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.94,0.5,0.4,1.06,0.9052637226384709,1.635062804216023e-16,0.0032412734351766653,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.0,1.02,-9.020562075079397e-16,-1.502329806337493e-16,0.0025134995110471367,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.04,1.02,0.08313244499429265,1.928441525696215e-16,0.002608694512864141,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.08,1.02,0.17247275993122288,-8.116756151168672e-17,0.00873522201149233,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.12,1.02,0.26785495179437807,2.9340566173821457e-18,0.006500637464145245,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.16,1.02,0.36901824119142057,1.2817507927096334e-16,0.0029213923075005603,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.2,1.02,0.47562767398418543,-9.647075056002729e-17,0.0004289353708902932,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.24,1.02,0.5872976536833548,1.8834404260874394e-16,0.004972568387559902,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.28,1.02,0.632040763476636,-1.9528510065329046e-16,0.0037992338493035814,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.32,1.02,0.6725851647327556,-1.7945846778136962e-17,0.005585022266778309,4.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.36,1.02,0.7169448296546159,2.0824927560794442e-16,0.0017742590015067668,6.0
1.0,v_0p90_t_0p50_lm_0p20,0.98,0.5,0.4,1.02,0.7647281407014306,7.817857760943199e-17,0.0004730746485716176,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.0,0.98,-5.204170427930421e-16,3.0884201179384637e-16,0.003042034565174962,10.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.04,0.98,0.08325988426254692,1.4190491987992748e-17,0.006858243597896261,4.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.08,0.98,0.17297532698451254,-2.1758926855564486e-17,0.006481321409303425,4.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.12,0.98,0.26895986045035425,1.644047891781433e-16,0.005546812746353233,4.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.16,0.98,0.3709219175087896,2.851512955460923e-17,0.004699408387839934,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.2,0.98,0.41863233964690943,1.2496189624714392e-16,0.0015653616081199157,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.24,0.98,0.45138067911126745,-1.576095718662334e-16,0.0021826305254037783,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.28,0.98,0.4888589346167669,9.700457701543307e-17,0.005893719159788717,4.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.32,0.98,0.530612840926933,4.079357752091946e-17,0.00247479390023805,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.36,0.98,0.5762020589397908,-3.5673700005506177e-17,0.007034160096877006,4.0
1.0,v_0p90_t_0p50_lm_0p20,1.02,0.5,0.4,0.98,0.6252120179244468,-5.753440312877746e-17,0.004233922433340644,4.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.0,0.94,-8.465450562766819e-16,-6.569875461192148e-17,0.000904553499869318,46.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.04,0.94,0.0833981132056596,4.6067735447921086e-17,0.00026053582858319966,50.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.08,0.94,0.17351979528481568,9.343926523204021e-17,0.005893793233287589,54.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.12,0.94,0.2225977039946114,1.3561480941423742e-16,0.001187959584853709,8.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.16,0.94,0.2454184041283317,1.9365254992679438e-16,0.004694291399787255,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.2,0.94,0.2740105002735899,1.0390834028234066e-16,0.0036752532353840858,8.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.24,0.94,0.30790506130052053,1.6120123569166287e-17,0.003739480454841508,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.28,0.94,0.34660942647101367,2.567907972840206e-16,0.0029130543268721587,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.32,0.94,0.38963259521018,1.1575958831976476e-16,0.0056273096775175556,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.36,0.94,0.43650388639307436,1.8347959046920931e-16,0.00233573325493963,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.06,0.5,0.4,0.94,0.486785007080577,-2.370541927281525e-16,0.007359149977715007,4.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.0,0.8999999999999999,-5.273559366969494e-16,4.246752388853515e-17,0.005996521629837185,32.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.04,0.8999999999999999,0.04891096455349078,1.6187111547012087e-16,0.004783223939124097,32.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.08,0.8999999999999999,0.059473995269484686,4.748987168973468e-17,0.0010798434882323897,42.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.12,0.8999999999999999,0.07681288648297091,1.4606410555155762e-16,0.003710248537107924,52.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.16,0.8999999999999999,0.10055871960813323,-1.1588240652753427e-16,0.0018125058636483458,30.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.2,0.8999999999999999,0.13024818488697987,-2.162709445832616e-17,0.003736290745320807,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.24,0.8999999999999999,0.16536240470737024,1.2695901181113525e-16,0.006741327093704464,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.28,0.8999999999999999,0.20536240470736994,-3.1493068346422345e-16,0.00021504902179721898,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.32,0.8999999999999999,0.2497174200896513,-2.242601705607632e-17,0.0005415236171955289,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.36,0.8999999999999999,0.29792476744528323,1.0478778787329193e-16,0.003952617949584549,6.0
1.0,v_0p90_t_0p50_lm_0p20,1.1,0.5,0.4,0.8999999999999999,0.3495218625865992,-3.8725282881513695e-17,0.002178871761739604,6.0
