center_label,v,lm,t,w,bulk_gap,direct_gap,indirect_gap,min_direct_gap,kx_min,ky_min,chern,z2,wilson,occupied_band_index,unoccupied_band_index,distance_to_center
B,1.04,0.20999999999999996,0.5,0.96,0.3540728278874546,0.3540728278874547,0.3540728278874546,0.3540728278874547,1.0,0.5,6.834606837830479e-17,0,-0.287455860046136,3,4,0.06082762530298224
B,1.04,0.21999999999999995,0.5,0.96,0.3622481786886023,0.3622481786886025,0.3622481786886023,0.3622481786886025,1.0,0.5,5.238196133285423e-17,0,-0.24303579657673852,3,4,0.06324555320336761
B,1.04,0.22999999999999995,0.5,0.96,0.3707365466667765,0.3707365466667767,0.3707365466667765,0.3707365466667767,0.0,0.5,1.0534535777843694e-16,0,-1.6800815920146064,3,4,0.06708203932499371
B,1.04,0.23999999999999994,0.5,0.96,0.3795305052929738,0.3795305052929738,0.3795305052929738,0.3795305052929738,0.0,0.5,9.570037345479808e-17,1,0.7938305471764265,3,4,0.0721110255092798
B,1.04,0.24999999999999992,0.5,0.96,0.3886226063118599,0.3886226063118599,0.3886226063118599,0.3886226063118599,1.0,0.5,-4.299759022515223e-17,0,1.5209591769286728,3,4,0.07810249675906653
B,1.04,0.2599999999999999,0.5,0.96,0.39800540120956895,0.3980054012095695,0.39800540120956895,0.3980054012095695,0.0,0.5,7.410063767873072e-17,1,-0.8708198019507465,3,4,0.08485281374238567
B,1.04,0.2699999999999999,0.5,0.96,0.4076714611342242,0.4076714611342242,0.4076714611342242,0.4076714611342242,0.0,0.5,5.72055538276236e-17,1,0.512800395465896,3,4,0.09219544457292883
B,1.04,0.2799999999999999,0.5,0.96,0.41761339524905977,0.41761339524905994,0.41761339524905977,0.41761339524905994,0.0,0.5,-6.314359219828963e-18,1,1.2148534726358535,3,4,0.09999999999999995
B,1.04,0.2899999999999999,0.5,0.96,0.42782386751787094,0.42782386751787144,0.42782386751787094,0.42782386751787144,0.0,0.5,-4.5057821512577113e-17,1,-1.0051389369534691,3,4,0.10816653826391964
B,1.04,0.29999999999999993,0.5,0.96,0.4382956119398666,0.4382956119398669,0.4382956119398666,0.4382956119398669,1.0,0.5,-7.753271196937062e-17,0,-1.6429128468545915,3,4,0.11661903789690597
B,1.05,0.1,0.5,0.95,0.22082439194737932,0.25013581436074916,0.22082439194737932,0.25013581436074916,0.0,0.5,-5.560534617399148e-17,1,0.6151605552200006,3,4,0.11180339887498951
B,1.05,0.11,0.5,0.95,0.24514101544340677,0.2544524378567779,0.24514101544340677,0.2544524378567779,0.0,0.5,2.7453239694432793e-17,1,-0.5756982789982971,3,4,0.10295630140987003
B,1.05,0.12,0.5,0.95,0.25915834923408476,0.25915834923408493,0.25915834923408476,0.25915834923408493,0.0,0.5,-3.2689393612281675e-18,1,0.8346683468816402,3,4,0.09433981132056607
B,1.05,0.13,0.5,0.95,0.2642479685928688,0.2642479685928689,0.2642479685928688,0.2642479685928689,0.0,0.5,7.364895817614566e-18,0,0.3880822641948963,3,4,0.08602325267042629
B,1.05,0.13999999999999999,0.5,0.95,0.2697153804022304,0.2697153804022306,0.2697153804022304,0.2697153804022306,0.0,0.5,9.701319268700498e-17,0,0.38440331050464044,3,4,0.0781024967590666
B,1.05,0.14999999999999997,0.5,0.95,0.27555436467193406,0.275554364671935,0.27555436467193406,0.275554364671935,0.0,0.5,2.6285787971678046e-19,0,0.2907648140101975,3,4,0.07071067811865482
B,1.05,0.15999999999999998,0.5,0.95,0.2817584284939918,0.2817584284939918,0.2817584284939918,0.2817584284939918,0.0,0.5,5.151872129815018e-17,1,0.5684058467902205,3,4,0.06403124237432854
B,1.05,0.16999999999999998,0.5,0.95,0.2883208376320783,0.2883208376320788,0.2883208376320783,0.2883208376320788,1.0,0.5,-7.164116545017892e-17,0,0.49056583550894167,3,4,0.05830951894845306
B,1.05,0.17999999999999997,0.5,0.95,0.29523464785907444,0.29523464785907455,0.29523464785907444,0.29523464785907455,0.5,1.0,-1.312178998182646e-16,1,0.6085579446285613,3,4,0.0538516480713451
B,1.05,0.18999999999999995,0.5,0.95,0.30249273576892505,0.3024927357689252,0.30249273576892505,0.3024927357689252,0.0,0.5,1.2815860049995593e-16,1,-0.9320514197459133,3,4,0.0509901951359279
B,1.05,0.19999999999999996,0.5,0.95,0.3100878288177845,0.3100878288177845,0.3100878288177845,0.3100878288177845,1.0,0.5,-2.7636368428713354e-17,0,-0.01767071517454713,3,4,0.050000000000000044
B,1.05,0.20999999999999996,0.5,0.95,0.3180125343796569,0.31801253437965704,0.3180125343796569,0.31801253437965704,0.0,0.5,-4.520162724071165e-17,0,0.40781652497421333,3,4,0.05099019513592788
B,1.05,0.21999999999999995,0.5,0.95,0.326259367633188,0.326259367633188,0.326259367633188,0.326259367633188,0.0,0.5,6.381791292447102e-17,0,0.33547890741013053,3,4,0.05385164807134506
B,1.05,0.22999999999999995,0.5,0.95,0.3348207781274729,0.33482077812747346,0.3348207781274729,0.33482077812747346,0.0,0.5,-1.439854731018595e-18,1,-0.6208121644572264,3,4,0.058309518948453015
