v,alpha,state_index,energy
0.6,0.0,20,-1.1492054177363091
0.6,0.0,21,-1.1489147106478355
0.6,0.0,22,-1.1412214004211245
0.6,0.0,23,-1.122509848582266
0.6,0.0,24,-1.1008258759504779
0.6,0.0,25,-0.9691821735165953
0.6,0.0,26,-0.9639043084574276
0.6,0.0,27,-0.960449508550296
0.6,0.0,28,-0.912361271064082
0.6,0.0,29,-0.8907326215499206
0.6,0.0,30,-0.8791391011433457
0.6,0.0,31,-0.8716605356752911
0.6,0.0,32,-0.727343706775619
0.6,0.0,33,-0.6962749711496705
0.6,0.0,34,-0.6691289344722013
0.6,0.0,35,-0.6682294169146308
0.6,0.0,36,-0.6623523156024821
0.6,0.0,37,-0.6622001602576228
0.6,0.0,38,-0.6006955862929072
0.6,0.0,39,-0.566251674212616
0.6,0.0,40,-0.32402269846616316
0.6,0.0,41,-0.2893987302309822
0.6,0.0,42,-0.07922564079946409
0.6,0.0,43,-0.039311127362865066
0.6,0.0,44,-0.03409670313409555
0.6,0.0,45,-0.03355110639991405
0.6,0.0,46,-0.03339545278646815
0.6,0.0,47,-0.022740542771717255
0.6,0.0,48,-0.002364070244615632
0.6,0.0,49,-8.393943634332747e-05
0.6,0.0,50,8.393943634327854e-05
0.6,0.0,51,0.0023640702446158872
0.6,0.0,52,0.022740542771716735
0.6,0.0,53,0.03339545278646837
0.6,0.0,54,0.03355110639991391
0.6,0.0,55,0.03409670313409591
0.6,0.0,56,0.03931112736286469
0.6,0.0,57,0.07922564079946422
0.6,0.0,58,0.28939873023098217
0.6,0.0,59,0.32402269846616305
0.6,0.0,60,0.5662516742126159
0.6,0.0,61,0.6006955862929075
0.6,0.0,62,0.6622001602576233
0.6,0.0,63,0.6623523156024818
0.6,0.0,64,0.6682294169146322
0.6,0.0,65,0.6691289344722009
0.6,0.0,66,0.6962749711496711
0.6,0.0,67,0.7273437067756191
0.6,0.0,68,0.8716605356752917
0.6,0.0,69,0.8791391011433453
0.6,0.0,70,0.8907326215499206
0.6,0.0,71,0.9123612710640829
0.6,0.0,72,0.960449508550296
0.6,0.0,73,0.9639043084574276
0.6,0.0,74,0.969182173516595
0.6,0.0,75,1.100825875950478
0.6,0.0,76,1.1225098485822658
0.6,0.0,77,1.1412214004211245
0.6,0.0,78,1.1489147106478355
0.6,0.0,79,1.1492054177363091
0.6,0.0,80,1.16653901075746
0.6,0.0,81,1.216583014903983
0.6,0.0,82,1.2478834073340497
0.6,0.0,83,1.29186969040122
0.6,0.0,84,1.4091300845196877
0.6,0.0,85,1.4134266629265482
0.6,0.0,86,1.4355232540740337
0.6,0.0,87,1.442422440707869
0.6,0.0,88,1.480875787020118
0.6,0.0,89,1.5221280188504058
0.6,0.0,90,1.5877918410742196
0.6,0.0,91,1.5880044336973673
0.6,0.0,92,1.6081721465040126
0.6,0.0,93,1.6103492848221803
0.6,0.0,94,1.618965416995948
0.6,0.0,95,1.6575033652492166
0.6,0.0,96,1.6622413874823108
0.6,0.0,97,1.7354171333679391
0.6,0.0,98,1.7476666485931722
0.6,0.0,99,1.8295089243599163
0.6,0.25,0,-1.756852560237698
0.6,0.25,1,-1.6846984436905015
0.6,0.25,2,-1.6684452023058403
0.6,0.25,3,-1.6168336220645416
0.6,0.25,4,-1.612170754410244
0.6,0.25,5,-1.5823657643103348
0.6,0.25,6,-1.579467902785539
0.6,0.25,7,-1.569297917978362
0.6,0.25,8,-1.568054499351626
0.6,0.25,9,-1.5517485407754008
0.6,0.25,10,-1.4795685367466729
0.6,0.25,11,-1.4261795229085092
0.6,0.25,12,-1.417692483664431
0.6,0.25,13,-1.409335372996623
0.6,0.25,14,-1.3985746502885124
0.6,0.25,15,-1.3908697015521267
0.6,0.25,16,-1.3208602653951529
0.6,0.25,17,-1.236962327334261
0.6,0.25,18,-1.233519931934804
0.6,0.25,19,-1.2122709365778783
0.6,0.25,20,-1.2064006280634012
0.6,0.25,21,-1.1701606267043625
0.6,0.25,22,-1.1469828153264194
0.6,0.25,23,-1.1374940649421599
0.6,0.25,24,-1.0827932001876253
0.6,0.25,25,-1.0213117724757597
0.6,0.25,26,-1.0093463202696928
0.6,0.25,27,-1.0064118960740085
0.6,0.25,28,-0.951455776282272
0.6,0.25,29,-0.9339033522381441
0.6,0.25,30,-0.9287575782529287
0.6,0.25,31,-0.8338478252045322
0.6,0.25,32,-0.7340494720063155
0.6,0.25,33,-0.7296457971611007
0.6,0.25,34,-0.6988586545185946
0.6,0.25,35,-0.6959745494408073
0.6,0.25,36,-0.6958784232730219
0.6,0.25,37,-0.6847718382033875
0.6,0.25,38,-0.6268615718987922
0.6,0.25,39,-0.5490339321598083
0.6,0.25,40,-0.30886306132169655
0.6,0.25,41,-0.2963788272339082
0.6,0.25,42,-0.07509871301215955
0.6,0.25,43,-0.07490898582137566
0.6,0.25,44,-0.07185452629722237
0.6,0.25,45,-0.05911697679444683
0.6,0.25,46,-0.058259755594229586
0.6,0.25,47,-0.05823186791334151
0.6,0.25,48,-0.053899734354704985
0.6,0.25,49,-0.030419425687937096
0.6,0.25,50,0.00239846910329908
0.6,0.25,51,0.004981013338530992
0.6,0.25,52,0.005162623844021152
0.6,0.25,53,0.007765351489868795
0.6,0.25,54,0.017357103859675087
0.6,0.25,55,0.018979115539409827
0.6,0.25,56,0.03203045656237411
0.6,0.25,57,0.08721457539176072
0.6,0.25,58,0.27578888439113686
0.6,0.25,59,0.3527947011535097
0.6,0.25,60,0.5672760948964182
0.6,0.25,61,0.5700335186460836
0.6,0.25,62,0.6296087373248115
0.6,0.25,63,0.6347378381478747
0.6,0.25,64,0.6388564325352992
0.6,0.25,65,0.6400112171817277
0.6,0.25,66,0.6598059446396805
0.6,0.25,67,0.7468107095673958
0.6,0.25,68,0.8231070653102467
0.6,0.25,69,0.8665593552045712
0.6,0.25,70,0.8673106971504231
0.6,0.25,71,0.9114520676945964
0.6,0.25,72,0.9116035308593895
0.6,0.25,73,0.914158596321466
0.6,0.25,74,0.917563609115394
0.6,0.25,75,1.0342835838848767
0.6,0.25,76,1.0836738141175268
0.6,0.25,77,1.098100821188743
0.6,0.25,78,1.1552621306901294
0.6,0.25,79,1.161121492419854
0.6,0.25,80,1.1743490424907932
0.6,0.25,81,1.1751110798846314
0.6,0.25,82,1.2393673914423966
0.6,0.25,83,1.3510401460137595
0.6,0.25,84,1.4327547020697255
0.6,0.25,85,1.4355150290531997
0.6,0.25,86,1.4702715042498777
0.6,0.25,87,1.4748968121467103
0.6,0.25,88,1.5419877806920252
0.6,0.25,89,1.5711286990454079
0.6,0.25,90,1.6136786901036084
0.6,0.25,91,1.6136938083576349
0.6,0.25,92,1.6434100871191597
0.6,0.25,93,1.6449340201149725
0.6,0.25,94,1.6860358913595415
0.6,0.25,95,1.7091761988744758
0.6,0.25,96,1.713572552185715
0.6,0.25,97,1.8044414333507401
0.6,0.25,98,1.8131203985437105
0.6,0.25,99,1.9024460873550395
0.6,0.5,0,-1.6845467418501483
0.6,0.5,1,-1.6262338042069169
0.6,0.5,2,-1.6055957332790298
0.6,0.5,3,-1.5798882008780695
0.6,0.5,4,-1.575939753753146
0.6,0.5,5,-1.5620041473866177
0.6,0.5,6,-1.5581579190316872
0.6,0.5,7,-1.5548142658575803
0.6,0.5,8,-1.554276352820398
0.6,0.5,9,-1.489009190299427
0.6,0.5,10,-1.4471460641106384
0.6,0.5,11,-1.401609955657582
0.6,0.5,12,-1.397411104927612
0.6,0.5,13,-1.394777470030632
0.6,0.5,14,-1.3914220143628557
0.6,0.5,15,-1.39058211683298
0.6,0.5,16,-1.3658567877736125
