v_group,point_id,v,t,lm,w,status,band_path,ribbon_path
v_0p30,v_0p30_t_0p50_lm_0p30,0.3,0.5,0.3,1.7,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p30/v_0p30_t_0p50_lm_0p30/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p30/v_0p30_t_0p50_lm_0p30/ribbon.png
v_0p30,v_0p30_t_0p50_lm_0p40,0.3,0.5,0.4,1.7,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p30/v_0p30_t_0p50_lm_0p40/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p30/v_0p30_t_0p50_lm_0p40/ribbon.png
v_0p30,v_0p30_t_0p50_lm_0p50,0.3,0.5,0.5,1.7,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p30/v_0p30_t_0p50_lm_0p50/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p30/v_0p30_t_0p50_lm_0p50/ribbon.png
v_0p40,v_0p40_t_0p50_lm_0p00,0.4,0.5,0.0,1.6,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p00/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p00/ribbon.png
v_0p40,v_0p40_t_0p50_lm_0p10,0.4,0.5,0.1,1.6,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p10/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p10/ribbon.png
v_0p40,v_0p40_t_0p50_lm_0p20,0.4,0.5,0.2,1.6,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p20/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p20/ribbon.png
v_0p40,v_0p40_t_0p50_lm_0p30,0.4,0.5,0.3,1.6,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p30/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p30/ribbon.png
v_0p40,v_0p40_t_0p50_lm_0p40,0.4,0.5,0.4,1.6,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p40/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p40/ribbon.png
v_0p40,v_0p40_t_0p50_lm_0p50,0.4,0.5,0.5,1.6,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p50/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p40/v_0p40_t_0p50_lm_0p50/ribbon.png
v_0p50,v_0p50_t_0p50_lm_0p00,0.5,0.5,0.0,1.5,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p00/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p00/ribbon.png
v_0p50,v_0p50_t_0p50_lm_0p10,0.5,0.5,0.1,1.5,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p10/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p10/ribbon.png
v_0p50,v_0p50_t_0p50_lm_0p20,0.5,0.5,0.2,1.5,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p20/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p20/ribbon.png
v_0p50,v_0p50_t_0p50_lm_0p30,0.5,0.5,0.3,1.5,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p30/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p30/ribbon.png
v_0p50,v_0p50_t_0p50_lm_0p40,0.5,0.5,0.4,1.5,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p40/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p40/ribbon.png
v_0p50,v_0p50_t_0p50_lm_0p50,0.5,0.5,0.5,1.5,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p50/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p50/v_0p50_t_0p50_lm_0p50/ribbon.png
v_0p60,v_0p60_t_0p50_lm_0p00,0.6,0.5,0.0,1.4,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p00/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p00/ribbon.png
v_0p60,v_0p60_t_0p50_lm_0p10,0.6,0.5,0.1,1.4,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p10/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p10/ribbon.png
v_0p60,v_0p60_t_0p50_lm_0p20,0.6,0.5,0.2,1.4,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p20/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p20/ribbon.png
v_0p60,v_0p60_t_0p50_lm_0p30,0.6,0.5,0.3,1.4,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p30/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p30/ribbon.png
v_0p60,v_0p60_t_0p50_lm_0p40,0.6,0.5,0.4,1.4,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p40/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p40/ribbon.png
v_0p60,v_0p60_t_0p50_lm_0p50,0.6,0.5,0.5,1.4,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p50/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p60/v_0p60_t_0p50_lm_0p50/ribbon.png
v_0p70,v_0p70_t_0p50_lm_0p00,0.7,0.5,0.0,1.3,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p00/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p00/ribbon.png
v_0p70,v_0p70_t_0p50_lm_0p10,0.7,0.5,0.1,1.3,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p10/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p10/ribbon.png
v_0p70,v_0p70_t_0p50_lm_0p20,0.7,0.5,0.2,1.3,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p20/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p20/ribbon.png
v_0p70,v_0p70_t_0p50_lm_0p30,0.7,0.5,0.3,1.3,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p30/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p30/ribbon.png
v_0p70,v_0p70_t_0p50_lm_0p40,0.7,0.5,0.4,1.3,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p40/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p40/ribbon.png
v_0p70,v_0p70_t_0p50_lm_0p50,0.7,0.5,0.5,1.3,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p50/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p70/v_0p70_t_0p50_lm_0p50/ribbon.png
v_0p80,v_0p80_t_0p50_lm_0p00,0.8,0.5,0.0,1.2,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p00/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p00/ribbon.png
v_0p80,v_0p80_t_0p50_lm_0p10,0.8,0.5,0.1,1.2,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p10/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p10/ribbon.png
v_0p80,v_0p80_t_0p50_lm_0p20,0.8,0.5,0.2,1.2,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p20/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p20/ribbon.png
v_0p80,v_0p80_t_0p50_lm_0p30,0.8,0.5,0.3,1.2,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p30/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p30/ribbon.png
v_0p80,v_0p80_t_0p50_lm_0p40,0.8,0.5,0.4,1.2,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p40/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p40/ribbon.png
v_0p80,v_0p80_t_0p50_lm_0p50,0.8,0.5,0.5,1.2,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p50/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p80/v_0p80_t_0p50_lm_0p50/ribbon.png
v_0p90,v_0p90_t_0p50_lm_0p00,0.9,0.5,0.0,1.1,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p00/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p00/ribbon.png
v_0p90,v_0p90_t_0p50_lm_0p10,0.9,0.5,0.1,1.1,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p10/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p10/ribbon.png
v_0p90,v_0p90_t_0p50_lm_0p20,0.9,0.5,0.2,1.1,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p20/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p20/ribbon.png
v_0p90,v_0p90_t_0p50_lm_0p30,0.9,0.5,0.3,1.1,ok,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p30/band.png,outputs/first_stage_band_ribbon/grouped_by_v/v_0p90/v_0p90_t_0p50_lm_0p30/ribbon.png
