point_id,v,t,lm,gap,chern,z2,edge_state,corner_state,Wilson_loop,z2_flip_axes,max_chern_delta,min_neighbor_abs_gap,is_chern_jump,phase_family,special_score
v_0p60_t_0p50_lm_0p40,0.6,0.5,0.4,0.9999999999999989,-3.3307005440573017e-16,1,0,0,1.3641176639885861,1,7.426556284120716e-16,0.7661903789690597,0,R1_robust_z2,2.0000000000000004
v_0p60_t_0p50_lm_0p50,0.6,0.5,0.5,1.1999999999999984,-4.131231907214504e-17,1,0,0,-0.7066886704525362,3,2.917577353335851e-16,0.9999999999999962,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p50_lm_0p60,0.6,0.5,0.6,0.9999999999999991,1.010970478096711e-16,0,0,0,0.3163302317143715,3,3.8050681617150694e-16,0.7999999999999987,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p50_lm_0p70,0.6,0.5,0.7,0.799999999999999,-2.7940976836183584e-16,1,0,0,0.9042436309337022,1,3.8050681617150694e-16,0.5999999999999964,0,R1_robust_z2,2.0000000000000004
v_0p60_t_0p50_lm_0p80,0.6,0.5,0.8,0.5999999999999964,-2.3597295421211287e-16,0,0,0,-0.20663116812098492,3,1.350207804232505e-16,0.39999999999999847,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p50_lm_0p90,0.6,0.5,0.9,0.39999999999999847,-2.1440000694821807e-16,1,0,0,-1.0561960310278826,3,4.350270235772163e-16,0.19999999999999651,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p50_lm_1p00,0.6,0.5,1.0,0.1999999999999979,-2.1295795647900796e-16,1,0,0,1.1827964097916528,1,4.2499493524324243e-16,5.551115123125783e-17,0,R1_robust_z2,2.0000000000000004
v_0p60_t_0p60_lm_0p00,0.6,0.6,0.0,-1.3877787807814457e-15,-2.6171372035029086e-16,0,1,0,0.45365071444897404,2,8.759035447287903e-16,4.996003610813204e-16,0,C1_critical_inversion_core,7.799999999999889
v_0p60_t_0p60_lm_0p10,0.6,0.6,0.1,0.1999999999999989,3.9849862517386195e-18,0,0,0,0.4813369147568653,2,3.4104270453173815e-16,1.6653345369377348e-16,0,R0_robust_trivial,2.8
v_0p60_t_0p60_lm_0p20,0.6,0.6,0.2,0.39999999999999886,2.439491089297495e-16,0,0,0,0.17805924348172517,2,3.1424081268666865e-16,0.1999999999999989,0,R0_robust_trivial,2.8000000000000003
v_0p60_t_0p60_lm_0p30,0.6,0.6,0.3,0.5999999999999992,2.2133815833430477e-16,1,0,0,0.7132608791321953,3,5.064083991180852e-16,0.39999999999999886,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p60_lm_0p40,0.6,0.6,0.4,0.7999999999999974,-2.0040948550740996e-16,1,0,0,0.9136145577996299,3,5.395242898630993e-16,0.5999999999999983,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p60_lm_0p50,0.6,0.6,0.5,0.9999999999999962,-9.98523725630768e-17,0,0,0,-1.5005435183539575,3,2.1239948694482438e-16,0.7999999999999974,0,R0_robust_trivial,4.199999999999999
