ky,largest_gap_size,largest_gap_center_mod,largest_gap_index,centers_sorted
1.6336281798666925,0.7539405280256747,0.012453887604067404,3,0.3894241516169047;0.4047804041812286;0.5703118206106361;0.6354836235912301
1.6964600329384885,0.5345272418840818,0.9992963595659659,3,0.2665599805080067;0.3180384207975049;0.6833688600705627;0.7320327386239249
1.7592918860102844,0.493207888072288,0.4947466958414795,1,0.0749267262530751;0.2481427518053355;0.7413506398776235;0.9355798820639656
1.8221237390820801,0.3503241907360478,0.004103738333791629,3,0.1792658337018156;0.3832506068880421;0.6085419164443735;0.8289416429657678
1.884955592153876,0.5691800876791961,0.5087955064905747,1,0.1543158236339075;0.2242054626509766;0.7933855503301728;0.8280931633849423
1.9477874452256718,0.45078870462149023,0.0017942187948145616,3,0.2271885711055598;0.2984758787568489;0.6979356836535209;0.7763998664840694
2.0106192982974678,0.5018836200657695,0.002810025440837638,3,0.2537518354737224;0.3865999447541215;0.6077800043642027;0.7518682154079530
2.0734511513692637,0.3996521548576617,0.4943233008586746,1,0.1820715279179979;0.2944972234298437;0.6941493782875054;0.8292818703646522
2.1362830044410597,0.44078846569987284,0.49327908636203244,1,0.2113186940817948;0.2728848535120960;0.7136733192119689;0.8021231331941391
2.199114857512855,0.41790126818791573,0.5070994450243362,1,0.1313175791441057;0.2981488109303784;0.7160500791182941;0.8544835308072207
2.261946710584651,0.5041054029150078,0.4929053024813109,1,0.1481208856212392;0.2408526010238070;0.7449580039388148;0.8660685094161376
2.324778563656447,0.5352033327687735,0.507684183607034,1,0.1541439778951037;0.2400825172226473;0.7752858499914208;0.8304876548908267
2.387610416728243,0.4692667260946122,0.010062360404175408,3,0.2446957234514815;0.2800341544926339;0.6998411246990135;0.7754289973568693
2.450442269800039,0.6223089019039851,0.5050976314553255,1,0.1109515804893302;0.1939431805033330;0.8162520824073181;0.8788531566000179
2.5132741228718345,0.3571332974589949,0.25854918302264496,0,0.0799825342931475;0.4371158317521424;0.5684261066540353;0.9144755273006737
2.5761059759436304,0.3184514225149717,0.23101632795229532,0,0.0717906166948095;0.3902420392097812;0.6131054253850841;0.9248619187103240
2.6389378290154264,0.35475121113020347,0.5030939790580058,1,0.1403178617958069;0.3257183734929041;0.6804695846231076;0.8534941800881799
2.7017696820872223,0.5799918329762508,0.980182364706883,3,0.2701782811950084;0.3996828330483109;0.6399524375379219;0.6901864482187576
2.7646015351590183,0.3686117028446365,0.00013197180201940384,3,0.1844378232243375;0.4225148046803059;0.5772212517156551;0.8158261203797010
2.8274333882308142,0.465132740466337,0.5060690875813275,1,0.1818302221475108;0.2735027173481590;0.7386354578144960;0.8060316026898331
2.8902652413026098,0.4262317325495393,0.9970901170189503,3,0.2102059832937200;0.3636108448014286;0.6422089211606701;0.7839742507441807
2.9530970943744057,0.3454154458494796,0.001151424334484119,3,0.1738591472592240;0.3487428656478158;0.6489542856832147;0.8284437014097443
3.0159289474462017,0.5348982536236147,0.003075246609101079,3,0.2705243734209084;0.3615366222168717;0.6323128845649253;0.7356261197972938
3.0787608005179976,0.3277541260405211,0.9864658397643093,3,0.1503429027845700;0.4351877461256775;0.5918805743457032;0.8225887767440488
3.141592653589793,0.42237405940287287,0.994620830008571,3,0.2058078597100075;0.3010013710797406;0.7097569689031160;0.7834338003071346
