ky,largest_gap_size,largest_gap_center_mod,largest_gap_index,centers_sorted
1.0053096491487339,0.5395174050066409,0.5016188984051219,1,0.1778170689165697;0.2318601959018014;0.7713776009084423;0.8189451342731860
1.0681415022205298,0.43779724934888486,0.49993266479739096,1,0.1490335917687737;0.2810340401229485;0.7188312894718334;0.8511010786364446
1.1309733552923256,0.5943733244167477,0.0018752357735745129,3,0.2990618979819484;0.4246836320635037;0.5715658963893482;0.7046885735652006
1.1938052083641215,0.5083654216289588,0.4954635396702418,1,0.1202467290354730;0.2412808288557624;0.7496462504847212;0.8888261916240434
1.2566370614359172,0.39539602147767305,0.49857484300245225,1,0.1957377284259648;0.3008768322636157;0.6962728537412888;0.8071125855691310
1.3194689145077132,0.4800743289512761,0.996157132618479,3,0.2361942970941172;0.3842348464685870;0.6234508882944547;0.7561199681428410
1.3823007675795091,0.48860617316427435,0.49963816528311855,1,0.1653207772235510;0.2553350787009814;0.7439412518652557;0.8354028922102117
1.4451326206513049,0.5085972758979067,0.49807603222022645,1,0.1684594822583407;0.2437773942712731;0.7523746701691798;0.8353884533012068
1.5079644737231008,0.581935255276727,0.5135232680348218,1,0.0874770056612431;0.2225556403964584;0.8044908956731853;0.8854764582691139
1.5707963267948968,0.520923904311791,0.00925864600988402,3,0.2697205981657795;0.3302829861712926;0.6511997218089396;0.7487966938539885
1.6336281798666925,0.6338085426971054,0.48640452484554053,1,0.1212868062651986;0.1695002534969878;0.8033087961940932;0.9059041440437201
1.6964600329384885,0.48705311426624887,0.9987392905241046,3,0.2422658476572290;0.2580280430888543;0.7444933758629362;0.7552127333909802
1.7592918860102844,0.45553071099991804,0.5087088231936963,1,0.2045212374223890;0.2809434676937372;0.7364741786936553;0.7780611161902189
1.8221237390820801,0.3870285112131677,0.9984530842111821,3,0.1919673398177659;0.3268931250202303;0.6762007065574063;0.8049388286045982
1.884955592153876,0.35011836030951016,0.4964856977492774,1,0.1733247866825212;0.3214265175945223;0.6715448779040325;0.8337038178189249
1.9477874452256718,0.42483453583758224,0.9894463803046142,3,0.2018636482234053;0.4057354724225093;0.6153717669682632;0.7770291123858231
2.0106192982974678,0.47446883125431993,0.008841358319067849,3,0.2460757739462278;0.3834371083661670;0.5988801749956978;0.7716069426919079
2.0734511513692637,0.36891329507138093,0.5112309367266711,1,0.1681865633511856;0.3267742891909806;0.6956875842623615;0.8093515631954720
2.1362830044410597,0.595117975337347,0.5009968612619771,1,0.1479962345892125;0.2034378735933036;0.7985558489306506;0.8500100428868338
2.199114857512855,0.26491383625456244,0.25689221546371455,0,0.1244352973364333;0.3893491335909958;0.6157256218469658;0.8704899472256056
2.261946710584651,0.49483235524562286,0.9959047817273041,3,0.2433209593501156;0.3068212826963204;0.7013691538490723;0.7484886041044927
2.324778563656447,0.5784925479825356,0.9987202365990355,3,0.2879665105903033;0.3240858727120242;0.6784736540899048;0.7094739626077677
2.387610416728243,0.505240470128463,0.0009796345664940809,3,0.2535998696307256;0.4095259693247408;0.5885147615422710;0.7483593995022626
2.450442269800039,0.6880115496438473,0.49301978188295337,1,0.1300462337014761;0.1490140070610297;0.8370255567048770;0.8839142025326172
2.5132741228718345,0.570359817752669,0.9962729000291901,3,0.2814528089055246;0.3716292477063377;0.6358249522352821;0.7110929911528556
2.5761059759436304,0.4553742398016998,0.9981341214060222,3,0.2258212413068721;0.4614308586266898;0.5423008985612650;0.7704470015051723
2.6389378290154264,0.6396041506808547,0.004877512791935601,3,0.3246795881323630;0.3727804008332547;0.6174645735828737;0.6850754374515082
2.7017696820872223,0.695699965711913,0.5051456260640916,1,0.0680456245366337;0.1572956432081352;0.8529956089200481;0.9216631233351822
2.7646015351590183,0.5109585840833715,0.49363132142893784,1,0.1115702876034623;0.2381520293872521;0.7491106134706236;0.9011670695386615
2.8274333882308142,0.30783101566060145,0.9980006875691443,3,0.1519161953994450;0.3855155684493266;0.6184830564123844;0.8440851797388436
2.8902652413026098,0.5782534286744294,0.4934810320981029,1,0.1590107642540488;0.2043543177608882;0.7826077464353176;0.8540271715497449
2.9530970943744057,0.3043987623709028,0.9943825398413171,3,0.1465819210267685;0.3828925891980903;0.6283423311192742;0.8421831586558657
3.0159289474462017,0.5688201412073459,0.4905163507264816,1,0.1171732799852161;0.2061062801228086;0.7749264213301545;0.9017940185618185
3.0787608005179976,0.5180435728062285,0.5024404793073133,1,0.1308266798659132;0.2434186929041990;0.7614622657104275;0.8642923615194582
3.141592653589793,0.32608634973745154,0.24099457493992782,0,0.0779514000712020;0.4040377498086536;0.6006261843651561;0.9173846657549867
