v,Lx,Ly,bulk_gap,energy_window,state_index,energy,abs_energy
0.8,10,10,0.19367418534244046,0.058102255602732134,396,-0.03169086053904937,0.03169086053904937
0.8,10,10,0.19367418534244046,0.058102255602732134,397,-0.031690860539049154,0.031690860539049154
0.8,10,10,0.19367418534244046,0.058102255602732134,398,-0.0050094559790495674,0.0050094559790495674
0.8,10,10,0.19367418534244046,0.058102255602732134,399,-0.005009455979049306,0.005009455979049306
0.8,10,10,0.19367418534244046,0.058102255602732134,400,0.005009455979049223,0.005009455979049223
0.8,10,10,0.19367418534244046,0.058102255602732134,401,0.0050094559790495735,0.0050094559790495735
0.8,10,10,0.19367418534244046,0.058102255602732134,402,0.03169086053904872,0.03169086053904872
0.8,10,10,0.19367418534244046,0.058102255602732134,403,0.031690860539049064,0.031690860539049064
0.8,10,10,0.19367418534244046,0.058102255602732134,404,0.03169086053904919,0.03169086053904919
0.8,10,10,0.19367418534244046,0.058102255602732134,405,0.03169086053904959,0.03169086053904959
0.8,10,10,0.19367418534244046,0.058102255602732134,406,0.036184122701476855,0.036184122701476855
0.8,10,10,0.19367418534244046,0.058102255602732134,407,0.03618412270147737,0.03618412270147737
0.8,10,10,0.19367418534244046,0.058102255602732134,408,0.03618412270147742,0.03618412270147742
0.8,10,10,0.19367418534244046,0.058102255602732134,409,0.03618412270147747,0.03618412270147747
0.8,10,10,0.19367418534244046,0.058102255602732134,410,0.03785476541095647,0.03785476541095647
0.8,10,10,0.19367418534244046,0.058102255602732134,411,0.03785476541095649,0.03785476541095649
0.9,10,10,0.057937972660556177,0.01738139179816685,400,0.02177402190916344,0.02177402190916344
0.9,10,10,0.057937972660556177,0.01738139179816685,401,0.021774021909163686,0.021774021909163686
1.0,10,10,7.622553749832773e-32,0.01,399,-0.059459891950197775,0.059459891950197775
1.0,10,10,7.622553749832773e-32,0.01,400,0.05945989195019771,0.05945989195019771
1.1,10,10,0.05793797266055629,0.017381391798166886,399,-0.11737864182794704,0.11737864182794704
1.1,10,10,0.05793797266055629,0.017381391798166886,400,0.11737864182794698,0.11737864182794698
1.2,10,10,0.1936741853424404,0.05810225560273212,399,-0.18943818512872712,0.18943818512872712
1.2,10,10,0.1936741853424404,0.05810225560273212,400,0.1894381851287271,0.1894381851287271
1.3,10,10,0.3620052322956887,0.10860156968870661,399,-0.27031557933703754,0.27031557933703754
1.3,10,10,0.3620052322956887,0.10860156968870661,400,0.27031557933703815,0.27031557933703815
1.4,10,10,0.5440047606874245,0.16320142820622735,400,0.35667028815637414,0.35667028815637414
1.4,10,10,0.5440047606874245,0.16320142820622735,401,0.3566702881563748,0.3566702881563748
1.5,10,10,0.7325810821533132,0.21977432464599395,399,-0.4465437809310453,0.4465437809310453
1.5,10,10,0.7325810821533132,0.21977432464599395,400,0.4465437809310477,0.4465437809310477
