v,lm,delta_chi_mean,delta_chi_max,r_break_mean,r_break_max,comment
0.81,0.1,0.5118735882560506,1.3016133734692765,0.2559367941280253,0.6508066867346383,No near-exact chiral candidate found; treating Gamma as approximate.
0.82,0.1,0.5103015784064745,1.3119338382209642,0.25515078920323725,0.6559669191104821,No near-exact chiral candidate found; treating Gamma as approximate.
0.83,0.1,0.5087071340333461,1.3219258625278862,0.25435356701667305,0.6609629312639431,No near-exact chiral candidate found; treating Gamma as approximate.
0.84,0.1,0.507090200386271,1.3315591032282685,0.2535451001931355,0.6657795516141343,No near-exact chiral candidate found; treating Gamma as approximate.
0.85,0.1,0.5054507515092878,1.3408030463079819,0.2527253757546439,0.6704015231539909,No near-exact chiral candidate found; treating Gamma as approximate.
0.86,0.1,0.5037887927485706,1.34962721696486,0.2518943963742853,0.67481360848243,No near-exact chiral candidate found; treating Gamma as approximate.
0.87,0.1,0.5021043631960465,1.358001406211184,0.2510521815980232,0.679000703105592,No near-exact chiral candidate found; treating Gamma as approximate.
0.88,0.1,0.5003975380347762,1.3658959117703826,0.2501987690173881,0.6829479558851913,No near-exact chiral candidate found; treating Gamma as approximate.
0.89,0.1,0.498668430750357,1.3732817904574015,0.2493342153751785,0.6866408952287008,No near-exact chiral candidate found; treating Gamma as approximate.
0.9,0.1,0.4969171951716681,1.3801311186847085,0.24845859758583405,0.6900655593423543,No near-exact chiral candidate found; treating Gamma as approximate.
0.91,0.1,0.49514402730410967,1.3864172572312012,0.24757201365205483,0.6932086286156006,No near-exact chiral candidate found; treating Gamma as approximate.
0.92,0.1,0.49334916691916236,1.3921151159742613,0.24667458345958118,0.6960575579871306,No near-exact chiral candidate found; treating Gamma as approximate.
0.93,0.1,0.4915328988656976,1.3972014139406024,0.2457664494328488,0.6986007069703012,No near-exact chiral candidate found; treating Gamma as approximate.
0.94,0.1,0.4896955540710212,1.4016549298025123,0.2448477770355106,0.7008274649012561,No near-exact chiral candidate found; treating Gamma as approximate.
0.95,0.1,0.48783751020314986,1.405456737852613,0.24391875510157493,0.7027283689263065,No near-exact chiral candidate found; treating Gamma as approximate.
0.96,0.1,0.48595919197025933,1.4085904245475276,0.24297959598512966,0.7042952122737638,No near-exact chiral candidate found; treating Gamma as approximate.
0.97,0.1,0.48406107103853774,1.4110422809279852,0.24203053551926887,0.7055211404639926,No near-exact chiral candidate found; treating Gamma as approximate.
0.98,0.1,0.48214366555569854,1.4128014666017077,0.24107183277784927,0.7064007333008538,No near-exact chiral candidate found; treating Gamma as approximate.
0.99,0.1,0.48020753927402576,1.4138601415098044,0.24010376963701288,0.7069300707549022,No near-exact chiral candidate found; treating Gamma as approximate.
1.0,0.1,0.47825330027382995,1.4142135623730951,0.23912665013691498,0.7071067811865476,No near-exact chiral candidate found; treating Gamma as approximate.
1.01,0.1,0.47628159929540104,1.4138601415098044,0.23814079964770052,0.7069300707549022,No near-exact chiral candidate found; treating Gamma as approximate.
1.02,0.1,0.4742931276947158,1.4128014666017077,0.2371465638473579,0.7064007333008538,No near-exact chiral candidate found; treating Gamma as approximate.
1.03,0.1,0.4722886150450667,1.4110422809279852,0.23614430752253335,0.7055211404639926,No near-exact chiral candidate found; treating Gamma as approximate.
1.04,0.1,0.47026882641321416,1.4085904245475276,0.23513441320660708,0.7042952122737638,No near-exact chiral candidate found; treating Gamma as approximate.
1.05,0.1,0.468234559344403,1.405456737852613,0.2341172796722015,0.7027283689263065,No near-exact chiral candidate found; treating Gamma as approximate.
1.06,0.1,0.46618664059546505,1.4016549298025123,0.23309332029773253,0.7008274649012561,No near-exact chiral candidate found; treating Gamma as approximate.
1.07,0.1,0.46412592265910396,1.3972014139406024,0.23206296132955198,0.6986007069703012,No near-exact chiral candidate found; treating Gamma as approximate.
1.08,0.1,0.46205328012522917,1.392115115974261,0.23102664006261459,0.6960575579871305,No near-exact chiral candidate found; treating Gamma as approximate.
1.09,0.1,0.4599696059268192,1.386417257231201,0.2299848029634096,0.6932086286156005,No near-exact chiral candidate found; treating Gamma as approximate.
1.1,0.1,0.45787580751824625,1.3801311186847083,0.22893790375912312,0.6900655593423541,No near-exact chiral candidate found; treating Gamma as approximate.
