v,t,lm,gap,chern,Wilson_loop,Z2_topology,edge_state,corner_state,is_small_gap,is_chern_jump,chern_jump_axes,max_chern_delta,selection_reason
0.0,0.5,0.3,-6.449025199889795e-16,7.19862601764885e-17,0.5061749983079312,1,1,0,1,0,0,2.501360284177586e-16,small_gap
0.0,0.5,0.4,-8.308121764321789e-16,-1.781497682412701e-16,-0.35844784555070214,0,1,0,1,0,0,3.195077540840931e-16,small_gap
0.0,0.5,0.5,-2.6795375277751073e-16,1.4135798584282297e-16,0.2933593169662377,0,1,0,1,0,0,3.195077540840931e-16,small_gap
0.0,0.5,0.6,-1.1914127323494468e-15,1.5771285909345101e-16,0.3745342663245995,0,1,0,1,0,0,1.5771285909345101e-16,small_gap
0.0,0.5,0.7,-1.1962979246705728e-15,9.762218870655961e-17,-0.5398870240603811,1,1,0,1,0,0,1.9755934275037071e-16,small_gap
0.0,0.5,0.8,-1.1280113548301116e-15,-9.99371540438111e-17,0.631949971523897,1,1,0,1,0,0,3.2307563501899075e-16,small_gap
0.0,0.5,0.9,-1.6362684672787278e-15,4.12752661581336e-18,0.47488574044740917,0,1,0,1,0,0,4.199184988391141e-16,small_gap
0.0,0.5,1.0,-6.01212569936255e-16,4.240460254549275e-16,-0.20003771869641676,0,1,0,1,0,0,6.136828236120141e-16,small_gap
0.0,0.6,0.5,-1.4025366375646498e-15,1.474862003100784e-16,0.5616352479006702,1,1,0,1,0,0,1.960780079435488e-16,small_gap
0.0,0.7,0.4,-0.40000000000000063,7.290809009531402e-17,-0.6650422449451617,1,1,0,0,1,1,0.9999999999999999,chern_jump
0.0,0.7,0.5,-6.232455619048058e-16,7.2779861607314e-17,-1.3787250353418985,1,1,0,1,0,0,7.470633870276439e-17,small_gap
0.0,0.8,0.5,-6.993653380750374e-16,8.763584161255247e-17,-0.6878255376369663,1,1,0,1,0,0,4.946345416442769e-16,small_gap
0.0,0.9,0.2,-1.200000000000001,1.6853076007170446e-16,-0.4855206629235357,0,1,0,0,1,1,1.0000000000000004,chern_jump
0.0,0.9,0.5,-1.4460599658788308e-15,4.818734426753346e-18,-0.19568608386933456,0,1,0,1,0,0,2.1670978480749296e-16,small_gap
0.0,1.0,0.5,-8.094233822648517e-16,-2.118910503807396e-16,-0.8608169042187525,1,1,0,1,0,0,2.834372426539409e-16,small_gap
0.1,0.0,0.5,-6.245004513516506e-16,3.371936156982024e-16,-0.20132643548368223,0,1,0,1,0,0,7.625320543854935e-16,small_gap
0.1,0.0,1.0,-1.7999999999999996,1.7385344225679162e-16,-0.16612249612385796,0,1,0,0,1,1,0.9999999999999993,chern_jump
0.1,0.1,0.5,-7.632783294297951e-16,-4.253384386872911e-16,0.33994792577951655,0,1,0,1,0,0,7.625320543854935e-16,small_gap
0.1,0.1,0.9,-1.4000000000000008,-2.4335912094482564e-16,0.6310033743724575,1,1,1,0,1,2,1.0000000000000002,chern_jump+corner_candidate
0.1,0.1,1.0,-1.6,0.9999999999999996,0.4642580195361439,0,1,1,0,1,3,0.9999999999999998,chern_jump+corner_candidate
0.1,0.2,0.5,-8.187894806610529e-16,-4.544476810633449e-16,-2.4783568909875315,0,1,0,1,0,0,6.047743307481628e-16,small_gap
0.1,0.2,0.8,-1.0000000000000009,2.838283118316221e-16,-1.1678290083007408,1,1,0,0,1,1,0.9999999999999997,chern_jump
0.1,0.2,0.9,-1.2000000000000002,1.0,-1.8843048650778937,0,1,1,0,1,3,1.0000000000000002,chern_jump+corner_candidate
0.1,0.2,1.0,-1.2000000000000015,-1.6805354831575706e-16,-2.872674176256162,1,1,1,0,1,2,1.0000000000000002,chern_jump+corner_candidate
0.1,0.3,0.5,-3.191891195797325e-16,-1.0267108923583294e-16,0.15930030255718708,0,1,0,1,0,0,4.639515216364059e-16,small_gap
0.1,0.3,0.7,-0.600000000000001,2.4511665888266933e-16,-0.6641267969101825,1,1,0,0,1,1,1.0000000000000002,chern_jump
0.1,0.3,0.9,-0.8000000000000009,-2.51639324576193e-16,1.343936620023207,1,1,1,0,1,2,1.0000000000000002,chern_jump+corner_candidate
0.1,0.4,0.5,-5.134781488891349e-16,-4.245039187804541e-16,-0.5938114906482588,1,1,0,1,0,0,6.168164244420713e-16,small_gap
0.1,0.5,0.0,-5.134781488891349e-16,3.0546141936642807e-16,0.3011817037803562,0,1,0,1,0,0,6.759481041239128e-16,small_gap
0.1,0.5,0.1,-1.942890293094024e-16,2.7282639788229126e-16,0.6175666985788765,1,1,0,1,0,0,5.727130017566294e-16,small_gap
0.1,0.5,0.2,-2.914335439641036e-16,-2.998866038743381e-16,0.5946346269688292,1,1,0,1,0,0,5.727130017566294e-16,small_gap
0.1,0.5,0.3,-6.661338147750939e-16,2.0070266836923647e-17,-0.9531605393250204,1,1,0,1,0,0,3.1995687071126174e-16,small_gap
0.1,0.5,0.4,1.249000902703301e-16,8.288303077384546e-17,-1.8252483865949323,0,1,0,1,0,0,2.6103279901511555e-16,small_gap
0.1,0.5,0.6,-1.27675647831893e-15,0.0,1.8911452472888688,0,1,0,1,0,0,4.4928514014947e-16,small_gap
0.1,0.5,0.7,-9.575673587391975e-16,7.520654459227807e-17,0.14779555113536397,0,1,0,1,0,0,3.019284264295248e-16,small_gap
0.1,0.5,0.8,-5.828670879282072e-16,-1.0259538311400225e-16,0.7930567127957604,1,1,0,1,0,0,3.640227003131908e-16,small_gap
0.1,0.5,0.9,-9.853229343548264e-16,2.6142731719918853e-16,-0.2330616663611494,0,1,0,1,0,0,5.207385380852521e-16,small_gap
0.1,0.5,1.0,-2.2343238370581275e-15,-1.8963679815708652e-16,-0.30756013109496205,0,1,0,1,0,0,6.136828236120141e-16,small_gap
0.1,0.6,0.4,-0.20000000000000093,8.403744177183306e-17,-1.75669900279134,0,1,0,0,1,1,0.9999999999999999,chern_jump
0.1,0.6,0.5,-5.412337245047638e-16,1.9436723053388158e-16,-0.7665201227835641,1,1,0,1,0,0,2.5491790961558847e-16,small_gap
0.1,0.7,0.3,-0.6000000000000009,4.790941385421792e-16,0.14513988275798687,0,1,0,0,1,1,0.9999999999999996,chern_jump
0.1,0.7,0.4,-0.3999999999999992,1.0,1.33975011839693,1,1,1,0,1,3,1.0,chern_jump+corner_candidate
0.1,0.7,0.5,-6.938893903907228e-16,3.34889002522584e-17,1.9642924176325758,0,1,0,1,1,1,1.0,small_gap+chern_jump
0.1,0.8,0.2,-1.0000000000000013,-7.430880022589638e-17,-0.5057476492401135,1,1,0,0,1,1,1.0000000000000002,chern_jump
0.1,0.8,0.4,-0.40000000000000147,-1.0651832902405938e-16,-0.9553563723599174,1,1,0,0,1,1,1.0,chern_jump
0.1,0.8,0.5,-1.3322676295501878e-15,-4.069987000317244e-16,0.8662785111126722,1,1,0,1,0,0,4.946345416442769e-16,small_gap
0.1,0.9,0.1,-1.4000000000000006,1.8388735216675424e-16,-0.8941322445475296,1,1,0,0,1,1,1.0000000000000004,chern_jump
0.1,0.9,0.2,-1.2000000000000002,-1.0000000000000002,-2.4652679249297496,0,1,1,0,1,3,1.0000000000000004,chern_jump+corner_candidate
0.1,0.9,0.3,-0.8000000000000003,-6.637607579238785e-18,-0.1087239292356221,0,1,0,0,1,1,1.0000000000000002,chern_jump
0.1,0.9,0.5,-1.2628786905111156e-15,-1.301707709678687e-16,-0.007933755079647536,0,1,0,1,0,0,3.657826451696383e-16,small_gap
0.1,1.0,0.2,-1.2000000000000015,2.1806734985081475e-17,-0.9820039198050473,1,1,1,0,1,2,1.0000000000000002,chern_jump+corner_candidate
0.1,1.0,0.5,-2.6922908347160046e-15,-1.1989682151815573e-16,0.9119642634362664,1,1,0,1,0,0,3.5168797685919707e-16,small_gap
0.2,0.0,0.5,-8.049116928532385e-16,-2.1814065293807486e-16,2.4477363182745644,0,1,0,1,0,0,5.553342686362772e-16,small_gap
0.2,0.1,0.5,-7.216449660063518e-16,-1.084464280319714e-16,-0.15293840115824017,0,1,0,1,0,0,3.168920106553197e-16,small_gap
0.2,0.1,1.0,-1.4000000000000004,-6.510928123749797e-17,0.5949965444897335,1,1,0,0,1,1,0.9999999999999997,chern_jump
0.2,0.2,0.5,-1.1934897514720433e-15,1.503266496848179e-16,-0.04374386577615492,0,1,0,1,0,0,6.047743307481628e-16,small_gap
0.2,0.2,0.9,-1.0000000000000004,8.970518076003418e-17,-0.9719112151302368,1,1,1,0,1,2,1.0000000000000002,chern_jump+corner_candidate
0.2,0.3,0.5,-1.2212453270876722e-15,-1.1854398577536243e-16,-0.025913234890651355,0,1,0,1,0,0,4.676683875631989e-16,small_gap
0.2,0.3,0.8,-0.6000000000000012,1.21226086874783e-16,-1.1361451335847312,1,1,0,0,1,1,1.0000000000000004,chern_jump
0.2,0.3,0.9,-0.8000000000000005,-1.0000000000000002,-0.2527179576162812,0,1,1,0,1,3,1.0000000000000004,chern_jump+corner_candidate
0.2,0.3,1.0,-0.8000000000000018,2.0374425182237946e-16,1.0029439505934514,1,1,0,0,1,1,1.0000000000000004,chern_jump
0.2,0.4,0.4,1.7879020248953197e-16,-1.0191875958024517e-16,0.27180024055472973,0,1,0,1,0,0,2.9920336755786156e-16,small_gap
0.2,0.4,0.6,-1.3941279305901484e-15,-3.311711815360479e-16,-1.434479619072674,1,1,0,1,0,0,5.234836871976651e-16,small_gap
0.2,0.4,0.9,-0.4000000000000011,3.457518500929257e-17,-0.029986745521482925,0,1,0,0,1,1,1.0000000000000002,chern_jump
0.2,0.5,0.0,-4.996003610813204e-16,2.814917474833881e-16,-2.0719733004916274,0,1,0,1,0,0,5.979365645596863e-16,small_gap
0.2,0.5,0.1,-4.996003610813204e-16,6.513743903387046e-18,-1.0214746736652924,1,1,0,1,0,0,4.496712212473856e-16,small_gap
0.2,0.5,0.2,-4.718447854656915e-16,7.837519214042076e-17,-0.08001666204830446,0,1,0,1,0,0,3.7826179601475885e-16,small_gap
0.2,0.5,0.3,-8.326672684688674e-16,-1.9110579888002146e-17,2.103637216979856,0,1,0,1,0,0,2.4275614425579003e-16,small_gap
0.2,0.5,0.7,-5.273559366969494e-16,2.473764752249402e-16,-0.10293646049304195,0,1,0,1,0,0,7.222529323723622e-16,small_gap
0.2,0.5,0.8,-1.1657341758564144e-15,9.521202239160778e-17,1.0298035121025204,1,1,0,1,0,0,2.3465719088520633e-16,small_gap
0.2,0.5,0.9,-1.304512053934559e-15,-1.0665635310540692e-16,-1.3409778416221387,1,1,0,1,0,0,3.6808367030459545e-16,small_gap
0.2,0.5,1.0,-9.71445146547012e-16,2.133683420304442e-16,0.8411793040309925,1,1,0,1,0,0,4.0300514018753073e-16,small_gap
0.2,0.6,0.4,-2.7925872527599646e-16,9.030974024601175e-17,0.4556746369933964,0,1,0,1,0,0,3.5217646438980394e-16,small_gap
0.2,0.6,0.6,-1.0501627391564889e-16,1.5902773407317583e-16,0.7999487103462322,1,1,0,1,0,0,2.983035059203784e-16,small_gap
0.2,0.6,0.7,0.19999999999999882,-9.466789076549301e-17,1.5766480691549498,0,1,0,0,1,1,1.0,chern_jump
0.2,0.7,0.4,-0.20000000000000098,8.208681949174293e-17,-0.17328182023526814,0,1,0,0,1,1,0.9999999999999999,chern_jump
0.2,0.7,0.5,-7.771561172376096e-16,7.067899292141149e-17,0.14553061139645854,0,1,0,1,0,0,2.0995476476861405e-16,small_gap
0.2,0.8,0.5,-8.326672684688674e-16,7.700518266882763e-17,0.07921919262997786,0,1,0,1,0,0,4.84003882700552e-16,small_gap
0.2,0.9,0.2,-1.0000000000000002,-1.2610303481714696e-16,-0.6919390931086905,1,1,1,0,1,2,1.0,chern_jump+corner_candidate
0.2,0.9,0.5,-8.881784197001252e-16,2.356118742017696e-16,-1.9611828752873883,0,1,0,1,0,0,4.1385948855016997e-16,small_gap
0.2,1.0,0.1,-1.400000000000001,-1.2320493664371151e-16,1.427670586126182,1,1,0,0,1,1,0.9999999999999999,chern_jump
0.2,1.0,0.2,-1.2000000000000015,-1.0,-0.7210613103583066,1,1,1,0,1,3,1.0,chern_jump+corner_candidate
0.2,1.0,0.3,-0.8000000000000009,-3.539923710389457e-17,-0.9747042536828789,1,1,1,0,1,2,1.0,chern_jump+corner_candidate
0.2,1.0,0.5,-1.1379786002407855e-15,-1.7824761434840037e-16,-2.2004981622269173,0,1,0,1,0,0,4.1385948855016997e-16,small_gap
0.3,0.0,0.5,-5.551115123125783e-16,1.1838650851988666e-16,2.2941288951388716,0,1,0,1,0,0,4.3000553102487525e-16,small_gap
0.3,0.1,0.5,-1.1102230246251565e-16,1.643180167204162e-16,-0.2374903149250669,0,1,0,1,0,0,4.697185425124369e-16,small_gap
0.3,0.2,0.5,-8.326672684688674e-16,-3.054005257920207e-16,-1.02440707722029,1,1,0,1,0,0,6.545249275798571e-16,small_gap
0.3,0.3,0.4,8.326672684688674e-17,-2.64611164610975e-16,0.9845020232849558,1,1,0,1,0,0,6.137355663988115e-16,small_gap
0.3,0.3,0.6,-1.096345236817342e-15,-1.025064295857893e-16,-0.016241365375623172,0,1,0,1,0,0,4.516308313736258e-16,small_gap
0.3,0.3,0.9,-0.6000000000000019,2.244003717729844e-16,-0.6776232722204577,1,1,0,0,1,1,1.0000000000000004,chern_jump
0.3,0.4,0.3,1.6653345369377348e-16,4.046482367092644e-17,0.6085974223349883,1,1,0,1,0,0,1.5681978430668994e-16,small_gap
0.3,0.4,0.7,-7.494005416219807e-16,9.239672225466348e-17,0.5144395287875729,1,1,0,1,0,0,5.672731794020855e-16,small_gap
0.3,0.5,0.0,-2.220446049250313e-16,-3.1644481707629816e-16,0.004366120140483161,0,1,0,1,0,0,6.577695486085409e-16,small_gap
0.3,0.5,0.1,-1.1102230246251565e-15,-3.4347591098685825e-17,0.5579534907301564,1,1,0,1,0,0,2.8209722597761234e-16,small_gap
0.3,0.5,0.2,-9.43689570931383e-16,9.646854565005024e-17,0.41574416847654233,0,1,0,1,0,0,1.9563376102292634e-16,small_gap
0.3,0.5,0.7,0.19999999999999774,-4.748764571474221e-16,-1.0045704509101716,1,1,0,0,1,1,1.0000000000000004,chern_jump
0.3,0.5,0.8,-7.771561172376096e-16,1.4135798584282297e-16,1.628206810746573,0,1,0,1,0,0,6.1623444299024505e-16,small_gap
0.3,0.5,0.9,3.885780586188048e-16,1.0347327908631058e-16,-0.497034720851106,0,1,0,1,0,0,2.7561527942420144e-16,small_gap
0.3,0.5,1.0,-9.43689570931383e-16,2.356609067582143e-16,-0.8256387668555861,1,1,0,1,0,0,1.3218762767190375e-16,small_gap
0.3,0.6,0.3,-1.249000902703301e-16,-5.959682501720512e-17,0.913028617212143,1,1,0,1,0,0,3.729151772137867e-16,small_gap
0.3,0.6,0.6,0.19999999999999885,-1.185338722874885e-16,0.37016008978537696,0,1,0,0,1,1,1.0,chern_jump
0.3,0.6,0.7,-1.8041124150158794e-16,0.9999999999999999,-1.1369130652341408,1,1,1,1,1,3,1.0000000000000004,small_gap+chern_jump+corner_candidate
0.3,0.6,0.8,0.19999999999999868,2.2631195147833117e-16,0.5745353849219237,1,1,0,0,1,1,0.9999999999999997,chern_jump
0.3,0.7,0.4,-9.020562075079397e-16,-8.097991683624225e-17,-1.0107831068278803,1,1,0,1,0,0,3.9429826903282383e-16,small_gap
0.3,0.7,0.6,2.636779683484747e-16,1.0601848938211722e-16,1.7123823558826332,0,1,0,1,0,0,5.298720042658873e-16,small_gap
0.3,0.7,0.7,0.19999999999999868,-2.5254311490811046e-16,0.29746039471963365,0,1,0,0,1,1,1.0000000000000002,chern_jump
0.3,0.8,0.5,-1.27675647831893e-15,7.067899292141149e-17,1.2199050762308403,1,1,0,1,0,0,2.194656650777551e-16,small_gap
0.3,0.9,0.3,-0.6000000000000015,3.138129555287638e-16,-1.0719427277009395,1,1,0,0,1,1,0.9999999999999994,chern_jump
0.3,0.9,0.5,-2.275957200481571e-15,7.589034542727004e-17,0.7735597633505746,1,1,0,1,0,0,3.040092415253167e-16,small_gap
0.3,1.0,0.2,-1.0000000000000007,-3.3060162896367835e-16,-3.083980364666663,1,1,1,0,1,2,1.0,chern_jump+corner_candidate
0.3,1.0,0.3,-0.8000000000000003,0.9999999999999998,-0.10352328411713177,0,1,1,0,1,3,1.0,chern_jump+corner_candidate
0.3,1.0,0.4,-0.4000000000000009,2.3516215056114667e-17,1.5538310129451258,0,1,1,0,1,2,1.0,chern_jump+corner_candidate
0.3,1.0,0.5,-9.43689570931383e-16,1.112805853144054e-16,-1.1153891488804317,1,1,0,1,0,0,6.068677118635476e-16,small_gap
0.4,0.0,0.5,-1.1102230246251565e-15,-3.116190225049886e-16,1.8433302081291278,0,1,0,1,0,0,5.460791042187873e-16,small_gap
0.4,0.1,0.5,-8.326672684688674e-16,3.1446600126624076e-17,0.2996164096698077,0,1,0,1,0,0,3.430656226316127e-16,small_gap
0.4,0.2,0.4,1.1102230246251565e-16,2.406449387673243e-16,-0.2562393273945573,0,1,0,1,0,0,4.078668316799254e-16,small_gap
0.4,0.2,0.6,-6.38378239159465e-16,5.891632148507643e-17,0.7291962211098763,1,1,0,1,0,0,1.794127467898261e-16,small_gap
0.4,0.3,0.3,2.950490619412211e-16,5.947447562510847e-17,-2.130266955731679,0,1,0,1,0,0,2.264174451866229e-16,small_gap
0.4,0.3,0.7,-7.65016663117172e-16,-3.733478774808171e-16,0.5934676069315863,1,1,0,1,0,0,6.016741251822928e-16,small_gap
0.4,0.4,0.2,1.1102230246251565e-16,1.261131178990691e-16,0.3544773235488544,0,1,0,1,0,0,5.152882145910822e-16,small_gap
0.4,0.4,0.8,-1.1657341758564144e-15,2.561753218815583e-16,-1.6702621169498082,0,1,0,1,0,0,4.976384998159445e-16,small_gap
0.4,0.5,0.0,-3.885780586188048e-16,3.4132473153224273e-16,1.0347392008077563,1,1,0,1,0,0,7.394126107965357e-16,small_gap
0.4,0.5,0.1,-7.771561172376096e-16,1.3094420160338974e-16,2.322689583831778,0,1,0,1,0,0,3.994789247813197e-16,small_gap
0.4,0.5,0.9,-2.220446049250313e-16,7.067899292141149e-17,-0.26217602953270847,0,1,0,1,0,0,2.6703525311934393e-16,small_gap
0.4,0.5,1.0,-7.771561172376096e-16,3.218937041792704e-16,-0.33061058242857216,0,1,0,1,0,0,2.512147112578589e-16,small_gap
0.4,0.6,0.2,-8.049116928532385e-16,2.2599908447384106e-16,2.2393857872870395,0,1,0,1,0,0,5.757143784707193e-16,small_gap
0.4,0.6,0.7,0.1999999999999984,-2.727748243200482e-16,-0.2805513708150156,0,1,0,0,1,1,1.0000000000000002,chern_jump
0.4,0.6,0.8,8.326672684688674e-17,-7.067899292141149e-17,0.008134410195230481,0,1,0,1,0,0,2.9699094439974267e-16,small_gap
0.4,0.7,0.3,-8.590740071537415e-16,1.0983866187932783e-16,-1.0577514245905837,1,1,0,1,0,0,4.595539558762061e-16,small_gap
0.4,0.7,0.7,-1.3442792967232145e-16,-6.361109362927033e-16,-0.2363389414252106,0,1,0,1,0,0,6.0188007247649275e-16,small_gap
0.4,0.8,0.4,-1.1102230246251565e-15,-1.7894703218588315e-16,0.45637712212532466,0,1,0,1,0,0,2.0528438936712798e-16,small_gap
0.4,0.8,0.6,-2.498001805406602e-16,-2.385416011097638e-16,-2.1256060706164512,0,1,0,1,0,0,4.367286930190574e-16,small_gap
0.4,0.9,0.4,-0.20000000000000068,-1.6897491016812102e-16,1.3414421115986654,1,1,0,0,1,1,0.9999999999999998,chern_jump
0.4,0.9,0.5,-1.6653345369377348e-16,7.067899292141149e-17,-1.180336481840644,1,1,0,1,0,0,2.396539030895325e-16,small_gap
0.4,0.9,0.6,0.1999999999999986,1.981870919092936e-16,-1.881538572788382,0,1,0,0,1,1,1.0000000000000002,chern_jump
0.4,1.0,0.3,-0.6000000000000008,1.4126585508944298e-16,-0.3643968479975575,0,1,1,0,1,2,1.0000000000000002,chern_jump+corner_candidate
0.4,1.0,0.4,-0.40000000000000036,-1.0,-0.04554621814882179,0,1,1,0,1,3,1.0000000000000002,chern_jump+corner_candidate
0.4,1.0,0.5,-1.0547118733938987e-15,7.13136420945417e-17,-0.23046501168412517,0,1,0,1,1,1,1.0,small_gap+chern_jump
0.5,0.0,0.5,-1.9984014443252818e-15,-1.5316387846172212e-16,-1.3044925234943616,1,1,0,1,0,0,4.764929213176701e-16,small_gap
0.5,0.1,0.4,2.220446049250313e-16,-2.6916257036774837e-16,-0.6987653628472861,1,1,0,1,0,0,5.924916132236964e-16,small_gap
0.5,0.1,0.6,-2.1094237467877974e-15,2.614035874424359e-17,0.8990340248873413,1,1,0,1,0,0,2.971886841117044e-16,small_gap
0.5,0.2,0.3,2.7755575615628914e-17,-1.1060780177414608e-16,0.5520326995030914,1,1,0,1,0,0,1.6482900653709936e-16,small_gap
0.5,0.2,0.7,-1.5404344466674047e-15,-3.528187870408246e-17,1.7148612208827747,0,1,0,1,0,0,2.6360812640555814e-16,small_gap
0.5,0.3,0.2,2.914335439641036e-16,-9.202493152311813e-17,0.4945837492228634,0,1,0,1,0,0,3.19523310532802e-16,small_gap
0.5,0.3,0.8,-1.6237011735142914e-15,2.2748441955288497e-16,0.249629025203964,0,1,0,1,0,0,4.252490487024248e-16,small_gap
0.5,0.4,0.1,1.1102230246251565e-16,1.3382646628713727e-16,-0.7557267445470695,1,1,0,1,0,0,5.230015629791503e-16,small_gap
0.5,0.4,0.9,-1.5543122344752192e-15,2.0394030872462908e-16,-0.4793440915609755,0,1,0,1,0,0,4.854214022611034e-16,small_gap
0.5,0.5,0.0,-1.4988010832439613e-15,-6.349772908322263e-18,-0.44543741545110804,0,1,0,1,0,0,3.47674504440565e-16,small_gap
0.5,0.5,1.0,5.551115123125783e-17,2.1203697876423444e-16,-1.0583402352592561,1,1,0,1,0,0,4.2499493524324243e-16,small_gap
0.5,0.6,0.1,-1.6653345369377348e-16,3.4502769078347676e-16,-1.4126511715908705,1,1,0,1,0,0,6.1356241396140665e-16,small_gap
0.5,0.6,0.9,0.0,7.067899292141149e-17,-1.093240447172733,1,1,0,1,0,0,2.6703525311934393e-16,small_gap
0.5,0.7,0.2,-5.551115123125783e-16,2.4888170245711664e-16,-0.6757940086615499,1,1,0,1,0,0,5.985969964539949e-16,small_gap
0.5,0.7,0.8,6.938893903907228e-17,-1.9436723053388158e-16,0.4822992354935185,0,1,0,1,0,0,3.1058898998368164e-16,small_gap
0.5,0.8,0.3,-1.3461454173580023e-15,2.3177807924600156e-16,0.8950118805798943,1,1,0,1,0,0,5.730290098343589e-16,small_gap
0.5,0.8,0.6,0.19999999999999885,-1.3060317130447604e-16,-0.5376534524416473,1,1,0,0,1,1,0.9999999999999999,chern_jump
0.5,0.8,0.7,-9.71445146547012e-17,2.297067269945873e-16,-0.2321418709209519,0,1,0,1,0,0,5.49421982029958e-16,small_gap
0.5,0.8,0.8,0.19999999999999718,3.8164540500138994e-17,1.628754959274881,0,1,0,0,1,1,1.0,chern_jump
0.5,0.9,0.4,-1.2212453270876722e-15,-1.9979299618053088e-16,0.0041840114324002585,0,1,0,1,0,0,3.046073709803225e-16,small_gap
0.5,0.9,0.5,0.1999999999999975,1.0481437479979159e-16,0.5794919220244567,1,1,0,0,1,1,1.0,chern_jump
0.5,0.9,0.6,-2.220446049250313e-16,-1.0,0.010834125745029085,0,1,1,1,1,3,1.0000000000000002,small_gap+chern_jump+corner_candidate
0.5,0.9,0.7,0.1999999999999966,2.004032611990889e-16,0.824902881347778,1,1,0,0,1,1,1.0000000000000002,chern_jump
0.5,1.0,0.4,-0.2000000000000014,1.8380822949978113e-18,1.017302832119784,1,1,0,0,1,1,1.0,chern_jump
0.5,1.0,0.5,-5.551115123125783e-17,3.5339496460705744e-16,-0.6047292642315102,1,1,0,1,0,0,6.835657880812557e-16,small_gap
0.5,1.0,0.6,0.19999999999999873,-8.637025225398801e-17,0.21761199174074025,0,1,1,0,1,2,0.9999999999999999,chern_jump+corner_candidate
0.6,0.0,0.4,-7.216449660063518e-16,6.089842630104714e-17,-1.3139180271876187,1,1,0,1,0,0,3.680996491034899e-16,small_gap
0.6,0.0,0.5,-8.326672684688674e-16,-1.3364897445869176e-16,-0.6985283529373678,1,1,0,1,0,0,3.3878680530884295e-16,small_gap
0.6,0.0,0.6,-1.942890293094024e-15,2.8783968312496186e-17,-0.04019143878079431,0,1,0,1,0,0,2.5588250117155397e-16,small_gap
0.6,0.1,0.3,1.1102230246251565e-16,-1.9486629753119255e-16,-1.0324628329373455,1,1,0,1,0,0,3.973155767398369e-16,small_gap
0.6,0.1,0.7,-1.1379786002407855e-15,-3.595741462779921e-17,1.0767589139917104,1,1,0,1,0,0,3.122020319340862e-16,small_gap
0.6,0.2,0.2,1.1670718467565813e-16,1.09744905118678e-18,-0.3733067769577014,0,1,0,1,0,0,3.1162537746839315e-16,small_gap
0.6,0.2,0.8,-5.351373934042006e-16,2.1013071836417448e-17,-1.9182556177447136,0,1,0,1,0,0,8.761993271137052e-17,small_gap
0.6,0.3,0.1,1.3877787807814457e-16,5.332961463617704e-17,-0.4069149256249225,0,1,0,1,0,0,1.741687643735068e-16,small_gap
0.6,0.3,0.9,-1.1934897514720433e-15,-5.205369807900991e-17,3.228180645570984,1,1,0,1,0,0,2.294273954574644e-16,small_gap
0.6,0.4,0.0,-4.440892098500626e-16,6.051487780080031e-17,0.7593616784527636,1,1,0,1,0,0,3.056592534446903e-16,small_gap
0.6,0.4,1.0,-1.3877787807814457e-15,-1.1513303492395867e-16,-0.5165862314902585,1,1,0,1,0,0,3.803463809465755e-16,small_gap
