v,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,classification
0.2,10,10,369,-9.489181702338474e-08,9.489181702338474e-08,0.32877806798185105,0.6701473080442175,0.0010746239739336922,edge_state
0.2,10,10,370,-9.467444601846488e-08,9.467444601846488e-08,0.4637048198970749,0.5354382968308458,0.0008568832720813815,bulk_or_mixed_state
0.2,10,10,371,-9.467444581909619e-08,9.467444581909619e-08,0.463737068002423,0.5353734766411008,0.000889455356476651,bulk_or_mixed_state
0.2,10,10,372,-9.467444550115324e-08,9.467444550115324e-08,0.46366308972774695,0.5355218747957634,0.0008150354764907379,bulk_or_mixed_state
0.2,10,10,373,-9.467444549302281e-08,9.467444549302281e-08,0.4637145573251601,0.5354192839753761,0.000866158699464698,bulk_or_mixed_state
0.2,10,10,374,-9.435528431875697e-08,9.435528431875697e-08,0.451119963045837,0.5480218000306515,0.0008582369235136939,bulk_or_mixed_state
0.2,10,10,375,-9.435528404811205e-08,9.435528404811205e-08,0.4511455158756318,0.5479708926135953,0.0008835915107745857,bulk_or_mixed_state
0.2,10,10,376,-9.435528402375498e-08,9.435528402375498e-08,0.45115101819934816,0.5479597469329027,0.0008892348677495022,bulk_or_mixed_state
0.2,10,10,377,-9.435528391993265e-08,9.435528391993265e-08,0.45113853154525546,0.547984446878439,0.0008770215763055139,bulk_or_mixed_state
0.2,10,10,378,-9.392439963377972e-08,9.392439963377972e-08,0.39934961591195006,0.5996903885250453,0.0009599955630048526,bulk_or_mixed_state
0.2,10,10,379,-9.39243993885117e-08,9.39243993885117e-08,0.3993494924580584,0.5996905544087208,0.0009599531332225887,bulk_or_mixed_state
0.2,10,10,380,-9.392439922804048e-08,9.392439922804048e-08,0.3993497305677403,0.5996902529787131,0.0009600164535460932,bulk_or_mixed_state
